OBJECTID,OBJECTID_1,Area_acres,curve_numbers_csv_CN,AREA,PERCENTAGE
190,31,5.273929580200000,74,0.427245204556729,6.995448507665563
191,32,4.626218524140000,36,4.681287899204714,87.388314682033609
192,32,4.626218524140000,39,0.644574387557101,12.032643714433457
193,33,7.491777593970000,36,7.453068963121908,85.913065357194270
194,33,7.491777593970000,39,1.252330073275594,14.435867421390199
195,34,10.085847750599999,36,3.887956072004379,33.289540729155718
196,34,10.085847750599999,39,0.783076953869447,6.704878261770336
197,34,10.085847750599999,55,5.132502325763757,43.945621311486505
198,34,10.085847750599999,73,1.377736054370180,11.796481144998580
199,34,10.085847750599999,74,0.456897850332789,3.912060557277800
200,35,3.764415556380000,36,3.806287743429481,87.319051071962747
201,35,3.764415556380000,39,0.559199478260195,12.828448896410016
202,36,2.369115156070000,36,2.309446895192127,84.182802246904998
203,36,2.369115156070000,39,0.445407450094566,16.235769425427591
204,37,5.442496403340000,36,4.254784010792386,67.511024991362049
205,37,5.442496403340000,39,0.698814018789144,11.088142328052495
206,37,5.442496403340000,55,0.973595202980631,15.448119085051918
207,37,5.442496403340000,73,0.060417265768722,0.958645968602841
208,37,5.442496403340000,74,0.255877622509250,4.060032312835346
209,38,284.849328641999989,42,8.124330731877462,2.462422629355236
210,38,284.849328641999989,55,0.093652939576056,0.028385491104253
211,38,284.849328641999989,60,134.972418832706211,40.909109862845675
212,38,284.849328641999989,61,0.008154477588416,0.002471559911452
213,38,284.849328641999989,62,53.021772359481865,16.070494470913584
214,38,284.849328641999989,79,133.246511295848762,40.386000462799082
215,38,284.849328641999989,80,0.287012900574113,0.086991419307625
216,38,284.849328641999989,NA,0.328773710042063,0.099648801884456
217,39,4.821532646020000,42,2.876430192968538,51.513976606985288
218,39,4.821532646020000,60,2.233338437700240,39.996848981910830
219,39,4.821532646020000,61,0.444295475877963,7.956885867390537
220,40,1.796899609670000,42,1.482261630730791,71.229901685016756
221,40,1.796899609670000,61,0.339646346826619,16.321663726940990
222,40,1.796899609670000,62,0.172108898191881,8.270672088624520
223,41,23.489603953300001,42,4.024481795264988,14.794145387561809
224,41,23.489603953300001,55,2.165878668559704,7.961850877842338
225,41,23.489603953300001,60,0.260449072066392,0.957420516285890
226,41,23.489603953300001,61,0.018656456300771,0.068581830151409
227,41,23.489603953300001,62,20.379892783813727,74.917247030759597
228,41,23.489603953300001,74,0.142826910488022,0.525037057318069
229,41,23.489603953300001,79,0.261684598973728,0.961962359342275
230,42,25.187175923900000,42,17.931202006164852,61.475592484316557
231,42,25.187175923900000,60,0.414642830101903,1.421567480034220
232,42,25.187175923900000,61,8.729986021853483,29.930010430350990
233,42,25.187175923900000,62,1.049580107781785,3.598395632565762
234,42,25.187175923900000,79,0.182610876904235,0.626065773388134
235,42,25.187175923900000,80,0.794073143344736,2.722411857622149
236,43,11.304610852800000,42,0.081544775884165,0.622883865783134
237,43,11.304610852800000,55,0.427245204556729,3.263533951330419
238,43,11.304610852800000,61,0.006177634536679,0.047188171650237
239,43,11.304610852800000,62,11.849073699422778,90.509744515454358
240,43,11.304610852800000,73,0.281947240254036,2.153668154116835
241,43,11.304610852800000,79,0.474071674344757,3.621220292439219
242,44,5.656455276340000,42,4.922956962279602,75.154048267170865
243,44,5.656455276340000,60,0.222765501392650,3.400746618790539
244,44,5.656455276340000,61,1.451497010738129,22.158608584332367
245,45,4.712449492640000,42,4.170273970330616,76.415705145659970
246,45,4.712449492640000,61,1.363651047626552,24.987412606069061
247,46,4.820434740660000,55,4.738987005777296,84.892243915403625
248,46,4.820434740660000,73,0.470982857076417,8.436991182748949
249,46,4.820434740660000,74,0.395368610347465,7.082468988666483
250,47,3.746131858430000,42,3.853731976671177,88.833202895429181
251,47,3.746131858430000,61,0.486550496108848,11.215579910942260
252,48,10.209869979700001,36,0.484573653057111,4.098413991583871
253,48,10.209869979700001,39,0.252294594477976,2.133850426010777
254,48,10.209869979700001,55,8.019187392063182,67.824467140171123
255,48,10.209869979700001,73,0.812358941573306,6.870747576405903
256,48,10.209869979700001,74,2.269539376085180,19.195249008517120
257,49,7.273647328110000,42,7.129484466090655,84.642873679613800
258,49,7.273647328110000,61,1.312376680972115,15.580836756981457
259,50,7.298219088780000,42,0.121328742300378,1.435577297754277
260,50,7.298219088780000,62,8.288779363243860,98.073904454624412
261,50,7.298219088780000,80,0.054733841994977,0.647617864465524
262,51,4.462414596610000,36,2.449555646484010,47.402314151932515
263,51,4.462414596610000,39,0.526334462525062,10.185305068457206
264,51,4.462414596610000,55,1.897151566214162,36.712525663417935
265,51,4.462414596610000,73,0.042625678303086,0.824866255544069
266,51,4.462414596610000,74,0.260696177447859,5.044834200573874
267,52,11.967121051900000,42,10.906490221816275,78.700057931752013
268,52,11.967121051900000,60,0.154440863416978,1.114428624676462
269,52,11.967121051900000,61,2.803534105435724,20.229999938026882
270,53,3.298087752280000,42,1.809676261174785,47.383724263069432
271,53,3.298087752280000,60,0.511013928874098,13.380151809384525
272,53,3.298087752280000,61,0.608867659935095,15.942308538841138
273,53,3.298087752280000,62,0.456774297642055,11.959966450506432
274,53,3.298087752280000,79,0.190641801801918,4.991676557514586
275,53,3.298087752280000,80,0.227831161712726,5.965425516563121
276,54,6.914776110010000,42,6.235333643251717,77.869813303851316
277,54,6.914776110010000,60,0.077838195162157,0.972080416538061
278,54,6.914776110010000,61,1.756425051468611,21.935071748420761
279,55,10.468976692500000,42,6.484910078533553,53.492057902368728
280,55,10.468976692500000,60,0.085251356606172,0.703212604123581
281,55,10.468976692500000,61,2.431393400946174,20.055827299344873
282,55,10.468976692500000,62,2.527888052409101,20.851782435316633
283,55,10.468976692500000,79,0.237097613517745,1.955746358424860
284,55,10.468976692500000,80,0.379677418624300,3.131843960104009
285,56,14.563165272799999,42,0.150857835385704,0.894550586936692
286,56,14.563165272799999,55,2.124488517163954,12.597704621110910
287,56,14.563165272799999,62,14.145547562087879,83.879686075660857
288,56,14.563165272799999,73,0.376465048665226,2.232346960193368
289,56,14.563165272799999,74,0.101683864473739,0.602960796927844
290,56,14.563165272799999,79,0.010501978712355,0.062274201383799
291,57,7.186439138590000,42,6.620076722196092,79.550833661156972
292,57,7.186439138590000,60,0.348912798631637,4.192746575448523
293,57,7.186439138590000,61,1.317195235910725,15.828212195770785
294,58,18.193559423000000,42,15.554418894522922,73.830020420548706
295,58,18.193559423000000,55,0.182734429594969,0.867360379067871
296,58,18.193559423000000,60,1.630277754229623,7.738215146585911
297,58,18.193559423000000,61,3.614410414720227,17.156024698614949
298,58,18.193559423000000,74,0.032865015735133,0.155995849108894
299,59,5.541793855220000,36,0.885255029106120,13.794903976354009
300,59,5.541793855220000,39,0.082656750100767,1.288037789278553
301,59,5.541793855220000,55,4.601472860990819,71.704620905980789
302,59,5.541793855220000,62,0.533253413206143,8.309672793013803
303,59,5.541793855220000,73,0.102795838690341,1.601864634797841
304,59,5.541793855220000,74,0.234132348940139,3.648477743920564
305,60,2.995522709770000,55,2.839611491129930,81.864720312862318
306,60,2.995522709770000,62,0.097853731060997,2.821078992637469
307,60,2.995522709770000,73,0.060170160387255,1.734678622998040
308,60,2.995522709770000,74,0.413654408576035,11.925470287058394
309,60,2.995522709770000,79,0.068571743357138,1.976892475901257
310,61,8.812757794340000,36,1.812147314989457,17.757774377967056
311,61,8.812757794340000,39,0.495693395223134,4.857448067389639
312,61,8.812757794340000,55,5.221707368473405,51.169074693940267
313,61,8.812757794340000,62,2.215793955616071,21.713228723969532
314,61,8.812757794340000,73,0.121575847681845,1.191358150127468
315,61,8.812757794340000,74,0.380912945531635,3.732680057767262
316,62,18.751766822699999,36,9.278807074092057,42.733368489382379
317,62,18.751766822699999,39,2.084951656129207,9.602204970150833
318,62,18.751766822699999,55,6.623536197536633,30.504569258952063
319,62,18.751766822699999,62,2.710498929313336,12.483150970972979
320,62,18.751766822699999,73,0.016803165939767,0.077386659314993
321,62,18.751766822699999,74,0.989039289322329,4.555001528062663
322,62,18.751766822699999,80,0.014208559434362,0.065437248685472
323,63,28.946534151500000,42,9.511209685361925,28.375953804190978
324,63,28.946534151500000,55,15.757910176161133,47.012498515042907
325,63,28.946534151500000,60,0.142579805106554,0.425375751029948
326,63,28.946534151500000,61,1.809923366556252,5.399765491193849
327,63,28.946534151500000,62,0.358920566581058,1.070811574299825
328,63,28.946534151500000,73,0.267985786201141,0.799514734821453
329,63,28.946534151500000,74,4.300992717126747,12.831677009621759
330,63,28.946534151500000,79,0.491616156428925,1.466698538429949
331,63,28.946534151500000,80,0.017297376702702,0.051605377074690
332,63,28.946534151500000,86,0.391538476934723,1.168124571069241
333,63,28.946534151500000,91,0.264649863551334,0.789562269242762
334,63,28.946534151500000,94,0.235738533919676,0.703307567560780
335,64,4.121118469480000,62,4.744423324169574,99.424253471555886
336,65,7.088162796450000,55,5.154741810095802,62.805216289439393
337,65,7.088162796450000,62,1.507342826949708,18.365418823402138
338,65,7.088162796450000,73,0.284294741377974,3.463838419069535
339,65,7.088162796450000,74,1.155341211049731,14.076641919478144
340,65,7.088162796450000,79,0.038424886818144,0.468167643776891
341,65,7.088162796450000,80,0.023969222002315,0.292040266536067
342,66,7.098607959790000,55,2.322543480409887,28.256507465890863
343,66,7.098607959790000,62,5.378619285705054,65.437309262295287
344,66,7.098607959790000,74,0.558952372878728,6.800321298845104
345,67,8.653868833770000,55,7.775912144008757,77.601471249747490
346,67,8.653868833770000,73,0.120093215393042,1.198497363269903
347,67,8.653868833770000,74,2.104596533955847,21.003296384711437
348,68,7.033243356360000,55,3.154053089046899,38.729985703530154
349,68,7.033243356360000,62,2.033924394856238,24.975439699604877
350,68,7.033243356360000,73,0.034594753405403,0.424803979825621
351,68,7.033243356360000,74,2.233832648463174,27.430199840168640
352,68,7.033243356360000,79,0.365468859189937,4.487750615443520
353,68,7.033243356360000,80,0.333098054217739,4.090255462892403
354,69,3.929678447690000,55,1.681057910121126,36.945844337133728
355,69,3.929678447690000,62,2.081986391551601,45.757344033885083
