"link","shape","geom1","geom2","geom3","geom4","barrels","culvert"
635,"CIRCULAR","24",0,0,0,NA,0
636,"CIRCULAR","18",0,0,0,NA,0
637,"CIRCULAR","18",0,0,0,NA,0
638,"CIRCULAR","30",0,0,0,NA,0
639,"CIRCULAR","30",0,0,0,NA,0
640,"CIRCULAR","24",0,0,0,NA,0
641,"CIRCULAR","24",0,0,0,NA,0
642,"CIRCULAR","36",0,0,0,NA,0
643,"CIRCULAR","36",0,0,0,NA,0
644,"CIRCULAR","18",0,0,0,NA,0
645,"CIRCULAR","18",0,0,0,NA,0
646,"CIRCULAR","18",0,0,0,NA,0
647,"CIRCULAR","18",0,0,0,NA,0
648,"CIRCULAR","18",0,0,0,NA,0
649,"CIRCULAR","18",0,0,0,NA,0
650,"CIRCULAR","30",0,0,0,NA,0
651,"CIRCULAR","30",0,0,0,NA,0
652,"CIRCULAR","24",0,0,0,NA,0
653,"CIRCULAR","24",0,0,0,NA,0
654,"CIRCULAR","18",0,0,0,NA,0
655,"CIRCULAR","18",0,0,0,NA,0
656,"CIRCULAR","18",0,0,0,NA,0
657,"CIRCULAR","18",0,0,0,NA,0
662,"CIRCULAR","18",0,0,0,NA,0
663,"CIRCULAR","18",0,0,0,NA,0
664,"CIRCULAR","24",0,0,0,NA,0
665,"CIRCULAR","24",0,0,0,NA,0
666,"CIRCULAR","24",0,0,0,NA,0
667,"CIRCULAR","24",0,0,0,NA,0
668,"CIRCULAR","42",0,0,0,NA,0
669,"CIRCULAR","42",0,0,0,NA,0
670,"CIRCULAR","24",0,0,0,NA,0
671,"CIRCULAR","24",0,0,0,NA,0
672,"CIRCULAR","24",0,0,0,NA,0
673,"CIRCULAR","24",0,0,0,NA,0
674,"CIRCULAR","42",0,0,0,NA,0
675,"CIRCULAR","42",0,0,0,NA,0
676,"CIRCULAR","24",0,0,0,NA,0
677,"CIRCULAR","24",0,0,0,NA,0
678,"CIRCULAR","18",0,0,0,NA,0
679,"CIRCULAR","18",0,0,0,NA,0
680,"CIRCULAR","18",0,0,0,NA,0
681,"CIRCULAR","18",0,0,0,NA,0
682,"CIRCULAR","18",0,0,0,NA,0
683,"CIRCULAR","18",0,0,0,NA,0
684,"CIRCULAR","18",0,0,0,NA,0
685,"CIRCULAR","18",0,0,0,NA,0
686,"CIRCULAR","18",0,0,0,NA,0
687,"CIRCULAR","18",0,0,0,NA,0
688,"CIRCULAR","18",0,0,0,NA,0
689,"CIRCULAR","18",0,0,0,NA,0
690,"CIRCULAR","18",0,0,0,NA,0
691,"CIRCULAR","18",0,0,0,NA,0
692,"CIRCULAR","24",0,0,0,NA,0
693,"CIRCULAR","24",0,0,0,NA,0
694,"CIRCULAR","30",0,0,0,NA,0
695,"CIRCULAR","30",0,0,0,NA,0
696,"CIRCULAR","36",0,0,0,NA,0
697,"CIRCULAR","36",0,0,0,NA,0
698,"CIRCULAR","24",0,0,0,NA,0
699,"CIRCULAR","24",0,0,0,NA,0
700,"CIRCULAR","18",0,0,0,NA,0
701,"CIRCULAR","18",0,0,0,NA,0
702,"CIRCULAR","24",0,0,0,NA,0
703,"CIRCULAR","24",0,0,0,NA,0
704,"CIRCULAR","18",0,0,0,NA,0
705,"CIRCULAR","18",0,0,0,NA,0
706,"CIRCULAR","24",0,0,0,NA,0
707,"CIRCULAR","24",0,0,0,NA,0
708,"CIRCULAR","24",0,0,0,NA,0
709,"CIRCULAR","24",0,0,0,NA,0
710,"CIRCULAR","24",0,0,0,NA,0
711,"CIRCULAR","24",0,0,0,NA,0
712,"CIRCULAR","30",0,0,0,NA,0
713,"CIRCULAR","30",0,0,0,NA,0
714,"CIRCULAR","18",0,0,0,NA,0
715,"CIRCULAR","18",0,0,0,NA,0
716,"CIRCULAR","18",0,0,0,NA,0
717,"CIRCULAR","18",0,0,0,NA,0
718,"CIRCULAR","30",0,0,0,NA,0
719,"CIRCULAR","30",0,0,0,NA,0
720,"CIRCULAR","18",0,0,0,NA,0
721,"CIRCULAR","18",0,0,0,NA,0
722,"CIRCULAR","18",0,0,0,NA,0
723,"CIRCULAR","18",0,0,0,NA,0
724,"CIRCULAR","18",0,0,0,NA,0
725,"CIRCULAR","18",0,0,0,NA,0
726,"CIRCULAR","42",0,0,0,NA,0
727,"CIRCULAR","42",0,0,0,NA,0
728,"CIRCULAR","18",0,0,0,NA,0
729,"CIRCULAR","18",0,0,0,NA,0
730,"CIRCULAR","18",0,0,0,NA,0
731,"CIRCULAR","18",0,0,0,NA,0
734,"CIRCULAR","60",0,0,0,NA,0
735,"CIRCULAR","60",0,0,0,NA,0
736,"CIRCULAR","18",0,0,0,NA,0
737,"CIRCULAR","18",0,0,0,NA,0
738,"CIRCULAR","48",0,0,0,NA,0
739,"CIRCULAR","48",0,0,0,NA,0
740,"CIRCULAR","30",0,0,0,NA,0
741,"CIRCULAR","30",0,0,0,NA,0
742,"CIRCULAR","30",0,0,0,NA,0
743,"CIRCULAR","30",0,0,0,NA,0
744,"CIRCULAR","24",0,0,0,NA,0
745,"CIRCULAR","24",0,0,0,NA,0
746,"CIRCULAR","24",0,0,0,NA,0
747,"CIRCULAR","24",0,0,0,NA,0
748,"CIRCULAR","18",0,0,0,NA,0
749,"CIRCULAR","18",0,0,0,NA,0
750,"CIRCULAR","24",0,0,0,NA,0
751,"CIRCULAR","24",0,0,0,NA,0
752,"CIRCULAR","24",0,0,0,NA,0
753,"CIRCULAR","24",0,0,0,NA,0
754,"CIRCULAR","18",0,0,0,NA,0
755,"CIRCULAR","18",0,0,0,NA,0
756,"CIRCULAR","24",0,0,0,NA,0
757,"CIRCULAR","24",0,0,0,NA,0
758,"CIRCULAR","18",0,0,0,NA,0
759,"CIRCULAR","18",0,0,0,NA,0
760,"CIRCULAR","18",0,0,0,NA,0
761,"CIRCULAR","18",0,0,0,NA,0
762,"CIRCULAR","18",0,0,0,NA,0
763,"CIRCULAR","18",0,0,0,NA,0
764,"CIRCULAR","18",0,0,0,NA,0
765,"CIRCULAR","18",0,0,0,NA,0
766,"CIRCULAR","60",0,0,0,NA,0
767,"CIRCULAR","60",0,0,0,NA,0
768,"CIRCULAR","60",0,0,0,NA,0
769,"CIRCULAR","18",0,0,0,NA,0
770,"CIRCULAR","18",0,0,0,NA,0
771,"CIRCULAR","18",0,0,0,NA,0
772,"CIRCULAR","18",0,0,0,NA,0
773,"CIRCULAR","30",0,0,0,NA,0
774,"CIRCULAR","30",0,0,0,NA,0
775,"CIRCULAR","30",0,0,0,NA,0
776,"CIRCULAR","30",0,0,0,NA,0
777,"CIRCULAR","30",0,0,0,NA,0
778,"CIRCULAR","30",0,0,0,NA,0
779,"CIRCULAR","18",0,0,0,NA,0
780,"CIRCULAR","18",0,0,0,NA,0
781,"CIRCULAR","18",0,0,0,NA,0
782,"CIRCULAR","18",0,0,0,NA,0
783,"CIRCULAR","54",0,0,0,NA,0
784,"CIRCULAR","54",0,0,0,NA,0
787,"CIRCULAR","18",0,0,0,NA,0
788,"CIRCULAR","18",0,0,0,NA,0
789,"CIRCULAR","18",0,0,0,NA,0
790,"CIRCULAR","18",0,0,0,NA,0
791,"CIRCULAR","24",0,0,0,NA,0
792,"CIRCULAR","24",0,0,0,NA,0
793,"CIRCULAR","18",0,0,0,NA,0
794,"CIRCULAR","18",0,0,0,NA,0
795,"CIRCULAR","18",0,0,0,NA,0
796,"CIRCULAR","18",0,0,0,NA,0
797,"CIRCULAR","30",0,0,0,NA,0
798,"CIRCULAR","30",0,0,0,NA,0
799,"CIRCULAR","18",0,0,0,NA,0
800,"CIRCULAR","18",0,0,0,NA,0
801,"CIRCULAR","18",0,0,0,NA,0
802,"CIRCULAR","18",0,0,0,NA,0
803,"CIRCULAR","30",0,0,0,NA,0
804,"CIRCULAR","30",0,0,0,NA,0
805,"CIRCULAR","30",0,0,0,NA,0
806,"CIRCULAR","30",0,0,0,NA,0
807,"CIRCULAR","18",0,0,0,NA,0
808,"CIRCULAR","18",0,0,0,NA,0
809,"CIRCULAR","18",0,0,0,NA,0
810,"CIRCULAR","18",0,0,0,NA,0
811,"CIRCULAR","42",0,0,0,NA,0
812,"CIRCULAR","42",0,0,0,NA,0
813,"CIRCULAR","23",0,0,0,NA,0
814,"CIRCULAR","23",0,0,0,NA,0
815,"CIRCULAR","18",0,0,0,NA,0
816,"CIRCULAR","18",0,0,0,NA,0
817,"CIRCULAR","18",0,0,0,NA,0
818,"CIRCULAR","18",0,0,0,NA,0
819,"CIRCULAR","24",0,0,0,NA,0
820,"CIRCULAR","24",0,0,0,NA,0
821,"CIRCULAR","24",0,0,0,NA,0
822,"CIRCULAR","24",0,0,0,NA,0
823,"CIRCULAR","18",0,0,0,NA,0
824,"CIRCULAR","18",0,0,0,NA,0
825,"CIRCULAR","30",0,0,0,NA,0
826,"CIRCULAR","30",0,0,0,NA,0
827,"CIRCULAR","23",0,0,0,NA,0
828,"CIRCULAR","23",0,0,0,NA,0
831,"CIRCULAR","24",0,0,0,NA,0
832,"CIRCULAR","24",0,0,0,NA,0
835,"CIRCULAR","30",0,0,0,NA,0
836,"CIRCULAR","30",0,0,0,NA,0
837,"CIRCULAR","54",0,0,0,NA,0
838,"CIRCULAR","54",0,0,0,NA,0
839,"CIRCULAR","24",0,0,0,NA,0
840,"CIRCULAR","24",0,0,0,NA,0
841,"CIRCULAR","30",0,0,0,NA,0
842,"CIRCULAR","30",0,0,0,NA,0
843,"CIRCULAR","24",0,0,0,NA,0
844,"CIRCULAR","24",0,0,0,NA,0
845,"CIRCULAR","18",0,0,0,NA,0
846,"CIRCULAR","18",0,0,0,NA,0
847,"CIRCULAR","18",0,0,0,NA,0
848,"CIRCULAR","18",0,0,0,NA,0
849,"CIRCULAR","24",0,0,0,NA,0
850,"CIRCULAR","24",0,0,0,NA,0
851,"CIRCULAR","18",0,0,0,NA,0
852,"CIRCULAR","18",0,0,0,NA,0
853,"CIRCULAR","48",0,0,0,NA,0
854,"CIRCULAR","48",0,0,0,NA,0
855,"CIRCULAR","24",0,0,0,NA,0
856,"CIRCULAR","24",0,0,0,NA,0
857,"CIRCULAR","18",0,0,0,NA,0
858,"CIRCULAR","18",0,0,0,NA,0
859,"CIRCULAR","48",0,0,0,NA,0
860,"CIRCULAR","48",0,0,0,NA,0
867,"CIRCULAR","36",0,0,0,NA,0
868,"CIRCULAR","36",0,0,0,NA,0
871,"CIRCULAR","36",0,0,0,NA,0
872,"CIRCULAR","36",0,0,0,NA,0
873,"CIRCULAR","24",0,0,0,NA,0
874,"CIRCULAR","24",0,0,0,NA,0
875,"CIRCULAR","18",0,0,0,NA,0
876,"CIRCULAR","18",0,0,0,NA,0
877,"CIRCULAR","24",0,0,0,NA,0
878,"CIRCULAR","24",0,0,0,NA,0
879,"CIRCULAR","18",0,0,0,NA,0
880,"CIRCULAR","18",0,0,0,NA,0
881,"CIRCULAR","24",0,0,0,NA,0
882,"CIRCULAR","24",0,0,0,NA,0
883,"CIRCULAR","18",0,0,0,NA,0
884,"CIRCULAR","18",0,0,0,NA,0
885,"CIRCULAR","23",0,0,0,NA,0
886,"CIRCULAR","23",0,0,0,NA,0
887,"CIRCULAR","36",0,0,0,NA,0
888,"CIRCULAR","36",0,0,0,NA,0
889,"CIRCULAR","12",0,0,0,NA,0
890,"CIRCULAR","12",0,0,0,NA,0
891,"CIRCULAR","18",0,0,0,NA,0
892,"CIRCULAR","18",0,0,0,NA,0
893,"CIRCULAR","30",0,0,0,NA,0
894,"CIRCULAR","30",0,0,0,NA,0
895,"CIRCULAR","18",0,0,0,NA,0
896,"CIRCULAR","18",0,0,0,NA,0
897,"CIRCULAR","24",0,0,0,NA,0
898,"CIRCULAR","24",0,0,0,NA,0
899,"CIRCULAR","24",0,0,0,NA,0
900,"CIRCULAR","24",0,0,0,NA,0
901,"CIRCULAR","24",0,0,0,NA,0
902,"CIRCULAR","24",0,0,0,NA,0
903,"CIRCULAR","30",0,0,0,NA,0
904,"CIRCULAR","30",0,0,0,NA,0
905,"CIRCULAR","24",0,0,0,NA,0
906,"CIRCULAR","24",0,0,0,NA,0
907,"CIRCULAR","18",0,0,0,NA,0
908,"CIRCULAR","18",0,0,0,NA,0
909,"CIRCULAR","18",0,0,0,NA,0
910,"CIRCULAR","18",0,0,0,NA,0
911,"CIRCULAR","42",0,0,0,NA,0
912,"CIRCULAR","42",0,0,0,NA,0
913,"CIRCULAR","36",0,0,0,NA,0
914,"CIRCULAR","36",0,0,0,NA,0
915,"CIRCULAR","24",0,0,0,NA,0
916,"CIRCULAR","24",0,0,0,NA,0
919,"CIRCULAR","60",0,0,0,NA,0
920,"CIRCULAR","60",0,0,0,NA,0
921,"CIRCULAR","18",0,0,0,NA,0
922,"CIRCULAR","18",0,0,0,NA,0
923,"CIRCULAR","18",0,0,0,NA,0
924,"CIRCULAR","18",0,0,0,NA,0
925,"CIRCULAR","18",0,0,0,NA,0
926,"CIRCULAR","18",0,0,0,NA,0
927,"CIRCULAR","24",0,0,0,NA,0
928,"CIRCULAR","24",0,0,0,NA,0
929,"CIRCULAR","18",0,0,0,NA,0
930,"CIRCULAR","18",0,0,0,NA,0
931,"CIRCULAR","18",0,0,0,NA,0
932,"CIRCULAR","18",0,0,0,NA,0
933,"CIRCULAR","18",0,0,0,NA,0
934,"CIRCULAR","18",0,0,0,NA,0
935,"CIRCULAR","18",0,0,0,NA,0
936,"CIRCULAR","18",0,0,0,NA,0
937,"CIRCULAR","18",0,0,0,NA,0
938,"CIRCULAR","18",0,0,0,NA,0
939,"CIRCULAR","18",0,0,0,NA,0
940,"CIRCULAR","18",0,0,0,NA,0
941,"CIRCULAR","18",0,0,0,NA,0
942,"CIRCULAR","18",0,0,0,NA,0
943,"CIRCULAR","18",0,0,0,NA,0
944,"CIRCULAR","18",0,0,0,NA,0
945,"CIRCULAR","18",0,0,0,NA,0
946,"CIRCULAR","18",0,0,0,NA,0
949,"CIRCULAR","18",0,0,0,NA,0
950,"CIRCULAR","18",0,0,0,NA,0
951,"CIRCULAR","24",0,0,0,NA,0
952,"CIRCULAR","24",0,0,0,NA,0
953,"CIRCULAR","18",0,0,0,NA,0
954,"CIRCULAR","18",0,0,0,NA,0
955,"CIRCULAR","30",0,0,0,NA,0
956,"CIRCULAR","30",0,0,0,NA,0
957,"CIRCULAR","30",0,0,0,NA,0
958,"CIRCULAR","30",0,0,0,NA,0
959,"CIRCULAR","24",0,0,0,NA,0
960,"CIRCULAR","24",0,0,0,NA,0
961,"CIRCULAR","24",0,0,0,NA,0
962,"CIRCULAR","24",0,0,0,NA,0
963,"CIRCULAR","24",0,0,0,NA,0
964,"CIRCULAR","24",0,0,0,NA,0
965,"CIRCULAR","18",0,0,0,NA,0
966,"CIRCULAR","18",0,0,0,NA,0
967,"CIRCULAR","18",0,0,0,NA,0
968,"CIRCULAR","18",0,0,0,NA,0
969,"CIRCULAR","18",0,0,0,NA,0
970,"CIRCULAR","18",0,0,0,NA,0
971,"CIRCULAR","48",0,0,0,NA,0
972,"CIRCULAR","48",0,0,0,NA,0
973,"CIRCULAR","18",0,0,0,NA,0
974,"CIRCULAR","18",0,0,0,NA,0
975,"CIRCULAR","18",0,0,0,NA,0
976,"CIRCULAR","18",0,0,0,NA,0
977,"CIRCULAR","24",0,0,0,NA,0
978,"CIRCULAR","24",0,0,0,NA,0
979,"CIRCULAR","18",0,0,0,NA,0
980,"CIRCULAR","18",0,0,0,NA,0
981,"CIRCULAR","18",0,0,0,NA,0
982,"CIRCULAR","18",0,0,0,NA,0
983,"CIRCULAR","23",0,0,0,NA,0
984,"CIRCULAR","23",0,0,0,NA,0
985,"CIRCULAR","30",0,0,0,NA,0
986,"CIRCULAR","30",0,0,0,NA,0
987,"CIRCULAR","24",0,0,0,NA,0
988,"CIRCULAR","24",0,0,0,NA,0
989,"CIRCULAR","30",0,0,0,NA,0
990,"CIRCULAR","30",0,0,0,NA,0
991,"CIRCULAR","18",0,0,0,NA,0
992,"CIRCULAR","18",0,0,0,NA,0
993,"CIRCULAR","23",0,0,0,NA,0
994,"CIRCULAR","23",0,0,0,NA,0
995,"CIRCULAR","24",0,0,0,NA,0
996,"CIRCULAR","24",0,0,0,NA,0
997,"CIRCULAR","30",0,0,0,NA,0
998,"CIRCULAR","30",0,0,0,NA,0
999,"CIRCULAR","18",0,0,0,NA,0
1000,"CIRCULAR","18",0,0,0,NA,0
1001,"CIRCULAR","18",0,0,0,NA,0
1002,"CIRCULAR","18",0,0,0,NA,0
1003,"CIRCULAR","24",0,0,0,NA,0
1004,"CIRCULAR","24",0,0,0,NA,0
1005,"CIRCULAR","24",0,0,0,NA,0
1006,"CIRCULAR","24",0,0,0,NA,0
1007,"CIRCULAR","36",0,0,0,NA,0
1008,"CIRCULAR","36",0,0,0,NA,0
1009,"CIRCULAR","18",0,0,0,NA,0
1010,"CIRCULAR","18",0,0,0,NA,0
1011,"CIRCULAR","42",0,0,0,NA,0
1012,"CIRCULAR","42",0,0,0,NA,0
1013,"CIRCULAR","18",0,0,0,NA,0
1014,"CIRCULAR","18",0,0,0,NA,0
1015,"CIRCULAR","18",0,0,0,NA,0
1016,"CIRCULAR","18",0,0,0,NA,0
1017,"CIRCULAR","18",0,0,0,NA,0
1018,"CIRCULAR","18",0,0,0,NA,0
1019,"CIRCULAR","42",0,0,0,NA,0
1020,"CIRCULAR","42",0,0,0,NA,0
1021,"CIRCULAR","18",0,0,0,NA,0
1022,"CIRCULAR","18",0,0,0,NA,0
1023,"CIRCULAR","18",0,0,0,NA,0
1024,"CIRCULAR","18",0,0,0,NA,0
1025,"CIRCULAR","18",0,0,0,NA,0
1026,"CIRCULAR","18",0,0,0,NA,0
1027,"CIRCULAR","18",0,0,0,NA,0
1028,"CIRCULAR","18",0,0,0,NA,0
1029,"CIRCULAR","18",0,0,0,NA,0
1030,"CIRCULAR","18",0,0,0,NA,0
1033,"CIRCULAR","24",0,0,0,NA,0
1034,"CIRCULAR","24",0,0,0,NA,0
1037,"CIRCULAR","18",0,0,0,NA,0
1038,"CIRCULAR","18",0,0,0,NA,0
1039,"CIRCULAR","18",0,0,0,NA,0
1040,"CIRCULAR","18",0,0,0,NA,0
1041,"CIRCULAR","24",0,0,0,NA,0
1042,"CIRCULAR","24",0,0,0,NA,0
1043,"CIRCULAR","24",0,0,0,NA,0
1044,"CIRCULAR","24",0,0,0,NA,0
1045,"CIRCULAR","23",0,0,0,NA,0
1046,"CIRCULAR","23",0,0,0,NA,0
1047,"CIRCULAR","24",0,0,0,NA,0
1048,"CIRCULAR","24",0,0,0,NA,0
1049,"CIRCULAR","42",0,0,0,NA,0
1050,"CIRCULAR","42",0,0,0,NA,0
1051,"CIRCULAR","18",0,0,0,NA,0
1052,"CIRCULAR","18",0,0,0,NA,0
1053,"CIRCULAR","30",0,0,0,NA,0
1054,"CIRCULAR","30",0,0,0,NA,0
1055,"CIRCULAR","18",0,0,0,NA,0
1056,"CIRCULAR","18",0,0,0,NA,0
1057,"CIRCULAR","18",0,0,0,NA,0
1058,"CIRCULAR","18",0,0,0,NA,0
1061,"CIRCULAR","18",0,0,0,NA,0
1062,"CIRCULAR","18",0,0,0,NA,0
1063,"CIRCULAR","18",0,0,0,NA,0
1064,"CIRCULAR","18",0,0,0,NA,0
1065,"CIRCULAR","36",0,0,0,NA,0
1066,"CIRCULAR","36",0,0,0,NA,0
1067,"CIRCULAR","18",0,0,0,NA,0
1068,"CIRCULAR","18",0,0,0,NA,0
1069,"CIRCULAR","24",0,0,0,NA,0
1070,"CIRCULAR","24",0,0,0,NA,0
1071,"CIRCULAR","36",0,0,0,NA,0
1072,"CIRCULAR","36",0,0,0,NA,0
1073,"CIRCULAR","18",0,0,0,NA,0
1074,"CIRCULAR","18",0,0,0,NA,0
1077,"CIRCULAR","30",0,0,0,NA,0
1078,"CIRCULAR","30",0,0,0,NA,0
1079,"CIRCULAR","18",0,0,0,NA,0
1080,"CIRCULAR","18",0,0,0,NA,0
1081,"CIRCULAR","18",0,0,0,NA,0
1082,"CIRCULAR","18",0,0,0,NA,0
1083,"CIRCULAR","18",0,0,0,NA,0
1084,"CIRCULAR","18",0,0,0,NA,0
1085,"CIRCULAR","30",0,0,0,NA,0
1086,"CIRCULAR","30",0,0,0,NA,0
1087,"CIRCULAR","18",0,0,0,NA,0
1088,"CIRCULAR","18",0,0,0,NA,0
1089,"CIRCULAR","18",0,0,0,NA,0
1090,"CIRCULAR","18",0,0,0,NA,0
1091,"CIRCULAR","18",0,0,0,NA,0
1092,"CIRCULAR","18",0,0,0,NA,0
1093,"CIRCULAR","42",0,0,0,NA,0
1094,"CIRCULAR","42",0,0,0,NA,0
1095,"CIRCULAR","42",0,0,0,NA,0
1096,"CIRCULAR","42",0,0,0,NA,0
1101,"CIRCULAR","24",0,0,0,NA,0
1102,"CIRCULAR","24",0,0,0,NA,0
1105,"CIRCULAR","24",0,0,0,NA,0
1106,"CIRCULAR","24",0,0,0,NA,0
1107,"CIRCULAR","60",0,0,0,NA,0
1108,"CIRCULAR","60",0,0,0,NA,0
1109,"CIRCULAR","18",0,0,0,NA,0
1110,"CIRCULAR","18",0,0,0,NA,0
1111,"CIRCULAR","18",0,0,0,NA,0
1112,"CIRCULAR","18",0,0,0,NA,0
1113,"CIRCULAR","24",0,0,0,NA,0
1114,"CIRCULAR","24",0,0,0,NA,0
1115,"CIRCULAR","24",0,0,0,NA,0
1116,"CIRCULAR","24",0,0,0,NA,0
1117,"CIRCULAR","18",0,0,0,NA,0
1118,"CIRCULAR","18",0,0,0,NA,0
1119,"CIRCULAR","24",0,0,0,NA,0
1120,"CIRCULAR","24",0,0,0,NA,0
1121,"CIRCULAR","18",0,0,0,NA,0
1122,"CIRCULAR","18",0,0,0,NA,0
1123,"CIRCULAR","30",0,0,0,NA,0
1124,"CIRCULAR","30",0,0,0,NA,0
1125,"CIRCULAR","18",0,0,0,NA,0
1126,"CIRCULAR","18",0,0,0,NA,0
1127,"CIRCULAR","18",0,0,0,NA,0
1128,"CIRCULAR","18",0,0,0,NA,0
1129,"CIRCULAR","18",0,0,0,NA,0
1130,"CIRCULAR","18",0,0,0,NA,0
1131,"CIRCULAR","30",0,0,0,NA,0
1132,"CIRCULAR","30",0,0,0,NA,0
1133,"CIRCULAR","18",0,0,0,NA,0
1134,"CIRCULAR","18",0,0,0,NA,0
1135,"CIRCULAR","18",0,0,0,NA,0
1136,"CIRCULAR","18",0,0,0,NA,0
1137,"CIRCULAR","24",0,0,0,NA,0
1138,"CIRCULAR","24",0,0,0,NA,0
1139,"CIRCULAR","18",0,0,0,NA,0
1140,"CIRCULAR","18",0,0,0,NA,0
1141,"CIRCULAR","30",0,0,0,NA,0
1142,"CIRCULAR","30",0,0,0,NA,0
1143,"CIRCULAR","30",0,0,0,NA,0
1144,"CIRCULAR","30",0,0,0,NA,0
1145,"CIRCULAR","18",0,0,0,NA,0
1146,"CIRCULAR","18",0,0,0,NA,0
1147,"CIRCULAR","18",0,0,0,NA,0
1148,"CIRCULAR","18",0,0,0,NA,0
1149,"CIRCULAR","18",0,0,0,NA,0
1150,"CIRCULAR","18",0,0,0,NA,0
1151,"CIRCULAR","18",0,0,0,NA,0
1152,"CIRCULAR","18",0,0,0,NA,0
1157,"CIRCULAR","18",0,0,0,NA,0
1158,"CIRCULAR","18",0,0,0,NA,0
1159,"CIRCULAR","24",0,0,0,NA,0
1160,"CIRCULAR","24",0,0,0,NA,0
1161,"CIRCULAR","30",0,0,0,NA,0
1162,"CIRCULAR","30",0,0,0,NA,0
1163,"CIRCULAR","24",0,0,0,NA,0
1164,"CIRCULAR","24",0,0,0,NA,0
1165,"CIRCULAR","18",0,0,0,NA,0
1166,"CIRCULAR","18",0,0,0,NA,0
1167,"CIRCULAR","24",0,0,0,NA,0
1168,"CIRCULAR","24",0,0,0,NA,0
1169,"CIRCULAR","48",0,0,0,NA,0
1170,"CIRCULAR","48",0,0,0,NA,0
1171,"CIRCULAR","42",0,0,0,NA,0
1172,"CIRCULAR","42",0,0,0,NA,0
1173,"CIRCULAR","24",0,0,0,NA,0
1174,"CIRCULAR","24",0,0,0,NA,0
1175,"CIRCULAR","24",0,0,0,NA,0
1176,"CIRCULAR","24",0,0,0,NA,0
1177,"CIRCULAR","30",0,0,0,NA,0
1178,"CIRCULAR","30",0,0,0,NA,0
1179,"CIRCULAR","24",0,0,0,NA,0
1180,"CIRCULAR","24",0,0,0,NA,0
1181,"CIRCULAR","42",0,0,0,NA,0
1182,"CIRCULAR","42",0,0,0,NA,0
1183,"CIRCULAR","48",0,0,0,NA,0
1184,"CIRCULAR","48",0,0,0,NA,0
1185,"CIRCULAR","18",0,0,0,NA,0
1186,"CIRCULAR","18",0,0,0,NA,0
1187,"CIRCULAR","18",0,0,0,NA,0
1188,"CIRCULAR","18",0,0,0,NA,0
1189,"CIRCULAR","24",0,0,0,NA,0
1190,"CIRCULAR","24",0,0,0,NA,0
1193,"CIRCULAR","18",0,0,0,NA,0
1194,"CIRCULAR","18",0,0,0,NA,0
1195,"CIRCULAR","18",0,0,0,NA,0
1196,"CIRCULAR","18",0,0,0,NA,0
1197,"CIRCULAR","18",0,0,0,NA,0
1198,"CIRCULAR","18",0,0,0,NA,0
1199,"CIRCULAR","18",0,0,0,NA,0
1200,"CIRCULAR","18",0,0,0,NA,0
1201,"CIRCULAR","18",0,0,0,NA,0
55,"RECT_OPEN","5",5,0,0,0,0
56,"RECT_OPEN","5",5,0,0,0,0
304,"RECT_OPEN","5",5,0,0,0,0
305,"RECT_OPEN","5",5,0,0,0,0
306,"RECT_OPEN","5",5,0,0,0,0
307,"RECT_OPEN","5",5,0,0,0,0
342,"RECT_OPEN","5",5,0,0,0,0
343,"RECT_OPEN","5",5,0,0,0,0
344,"RECT_OPEN","5",5,0,0,0,0
345,"RECT_OPEN","5",5,0,0,0,0
346,"RECT_OPEN","5",5,0,0,0,0
347,"RECT_OPEN","5",5,0,0,0,0
352,"RECT_OPEN","5",5,0,0,0,0
353,"RECT_OPEN","5",5,0,0,0,0
354,"RECT_OPEN","5",5,0,0,0,0
355,"RECT_OPEN","5",5,0,0,0,0
356,"RECT_OPEN","5",5,0,0,0,0
357,"RECT_OPEN","5",5,0,0,0,0
360,"RECT_OPEN","5",5,0,0,0,0
361,"RECT_OPEN","5",5,0,0,0,0
364,"RECT_OPEN","5",5,0,0,0,0
365,"RECT_OPEN","5",5,0,0,0,0
366,"RECT_OPEN","5",5,0,0,0,0
367,"RECT_OPEN","5",5,0,0,0,0
400,"RECT_OPEN","5",5,0,0,0,0
401,"RECT_OPEN","5",5,0,0,0,0
402,"RECT_OPEN","5",5,0,0,0,0
403,"RECT_OPEN","5",5,0,0,0,0
404,"RECT_OPEN","5",5,0,0,0,0
405,"RECT_OPEN","5",5,0,0,0,0
432,"RECT_OPEN","5",5,0,0,0,0
433,"RECT_OPEN","5",5,0,0,0,0
502,"RECT_OPEN","5",5,0,0,0,0
503,"RECT_OPEN","5",5,0,0,0,0
516,"RECT_OPEN","5",5,0,0,0,0
517,"RECT_OPEN","5",5,0,0,0,0
528,"RECT_OPEN","5",5,0,0,0,0
529,"RECT_OPEN","5",5,0,0,0,0
620,"RECT_OPEN","5",5,0,0,0,0
621,"RECT_OPEN","5",5,0,0,0,0
626,"RECT_OPEN","5",5,0,0,0,0
627,"RECT_OPEN","5",5,0,0,0,0
658,"RECT_OPEN","5",5,0,0,0,0
659,"RECT_OPEN","5",5,0,0,0,0
660,"RECT_OPEN","5",5,0,0,0,0
661,"RECT_OPEN","5",5,0,0,0,0
732,"RECT_OPEN","5",5,0,0,0,0
733,"RECT_OPEN","5",5,0,0,0,0
785,"RECT_CLOSED","60",36,0,0,0,0
786,"RECT_CLOSED","60",36,0,0,0,0
829,"RECT_OPEN","5",5,0,0,0,0
