"name","elevation","structure","maxdepth","initdepth","surdepth","aponded"
365,226.7949982,"Man Hole",0,0,0,0
624,884.5490112,NA,0,0,0,0
635,836.4689941,NA,0,0,0,0
223,374.6669922,NA,0,0,0,0
216,374.6669922,"Grate/Drain Inlet",0,0,0,0
308,226.7949982,"Man Hole",0,0,0,0
313,226.7949982,"Catch Basin",0,0,0,0
128,150.9309998,"Man Hole",0,0,0,0
124,150.9309998,"Man Hole",0,0,0,0
31,342.3469849,"Man Hole",0,0,0,0
45,150.9309998,"Man Hole",0,0,0,0
91,3.0738399,"Man Hole",0,0,0,0
110,-0.0931948,"Man Hole",0,0,0,0
548,99.0767975,"Man Hole",0,0,0,0
547,99.0767975,"Catch Basin",0,0,0,0
525,507.1589966,"Catch Basin",0,0,0,0
529,365.8829956,"Man Hole",0,0,0,0
109,105.5469971,NA,0,0,0,0
84,105.5469971,"Catch Basin",0,0,0,0
85,299.4580078,"Grate/Drain Inlet",0,0,0,0
126,299.4580078,NA,0,0,0,0
622,515.8129883,NA,0,0,0,0
640,515.8129883,NA,0,0,0,0
216,374.6669922,"Grate/Drain Inlet",0,0,0,0
196,374.6669922,"Man Hole",0,0,0,0
392,12.2589998,"Man Hole",0,0,0,0
397,12.2589998,"Man Hole",0,0,0,0
397,12.2589998,"Man Hole",0,0,0,0
401,12.2589998,"Man Hole",0,0,0,0
438,540.5,"Man Hole",0,0,0,0
448,540.5,"Man Hole",0,0,0,0
478,923.8389893,"Catch Basin",0,0,0,0
459,923.8389893,"Man Hole",0,0,0,0
459,923.8389893,"Man Hole",0,0,0,0
454,754.0020142,"Inlet/Outlet",0,0,0,0
376,166.0939941,NA,0,0,0,0
367,97.260498,NA,0,0,0,0
30,485.269989,NA,0,0,0,0
34,485.269989,NA,0,0,0,0
386,125.3359985,"Man Hole",0,0,0,0
385,125.3359985,"Catch Basin",0,0,0,0
302,166.0939941,"Man Hole",0,0,0,0
303,166.0939941,"Man Hole",0,0,0,0
208,119.4970016,"Man Hole",0,0,0,0
202,119.4970016,"Man Hole",0,0,0,0
499,365.8829956,"Catch Basin",0,0,0,0
514,224.9929962,"Catch Basin",0,0,0,0
594,643.4370117,NA,0,0,0,0
587,643.4370117,NA,0,0,0,0
510,507.1589966,"Man Hole",0,0,0,0
525,507.1589966,"Catch Basin",0,0,0,0
119,269.072998,"Catch Basin",0,0,0,0
159,269.072998,NA,0,0,0,0
160,269.072998,NA,0,0,0,0
172,253.3560028,"Man Hole",0,0,0,0
582,884.5490112,NA,0,0,0,0
590,836.4689941,NA,0,0,0,0
657,187.8580017,NA,0,0,0,0
658,187.8580017,NA,0,0,0,0
645,515.8129883,NA,0,0,0,0
638,515.8129883,NA,0,0,0,0
329,9.8200598,"Catch Basin",0,0,0,0
333,9.8200598,"Man Hole",0,0,0,0
263,9.6477804,"Man Hole",0,0,0,0
270,9.6477804,"Man Hole",0,0,0,0
590,836.4689941,NA,0,0,0,0
579,836.4689941,NA,0,0,0,0
19,280.4500122,"Catch Basin",0,0,0,0
25,280.4500122,"Man Hole",0,0,0,0
144,74.9701004,"Catch Basin",0,0,0,0
175,45.7737999,NA,0,0,0,0
247,45.7737999,"Man Hole",0,0,0,0
266,45.7737999,"Man Hole",0,0,0,0
398,48.7173996,"Man Hole",0,0,0,0
384,48.7173996,"Man Hole",0,0,0,0
518,763.1849976,"Catch Basin",0,0,0,0
554,754.7379761,"Catch Basin",0,0,0,0
536,641.210022,"Catch Basin",0,0,0,0
517,641.210022,"Catch Basin",0,0,0,0
507,763.1849976,"Man Hole",0,0,0,0
509,763.1849976,"Catch Basin",0,0,0,0
275,253.3560028,"Man Hole",0,0,0,0
238,253.3560028,NA,0,0,0,0
187,253.3560028,"Man Hole",0,0,0,0
184,253.3560028,"Man Hole",0,0,0,0
442,-0.0693658,"Man Hole",0,0,0,0
458,-1.00225,NA,0,0,0,0
196,374.6669922,"Man Hole",0,0,0,0
195,374.6669922,"Man Hole",0,0,0,0
197,374.6669922,"Catch Basin",0,0,0,0
189,374.6669922,"Catch Basin",0,0,0,0
660,411.3519897,NA,0,0,0,0
655,411.3519897,NA,0,0,0,0
201,316.0440063,"Catch Basin",0,0,0,0
177,316.0440063,"Catch Basin",0,0,0,0
609,515.8129883,NA,0,0,0,0
605,515.8129883,"Man Hole",0,0,0,0
425,652.4310303,"Catch Basin",0,0,0,0
423,652.4310303,"Catch Basin",0,0,0,0
483,763.1849976,"Man Hole",0,0,0,0
467,763.1849976,"Man Hole",0,0,0,0
522,923.8389893,"Catch Basin",0,0,0,0
513,923.8389893,"Catch Basin",0,0,0,0
466,859.6030273,"Man Hole",0,0,0,0
469,859.6030273,"Man Hole",0,0,0,0
373,226.7949982,"Man Hole",0,0,0,0
372,226.7949982,"Grate/Drain Inlet",0,0,0,0
364,226.7949982,"Catch Basin",0,0,0,0
365,226.7949982,"Man Hole",0,0,0,0
34,485.269989,NA,0,0,0,0
57,269.072998,"Inlet/Outlet",0,0,0,0
620,124.0500031,"Catch Basin",0,0,0,0
639,124.0500031,NA,0,0,0,0
77,299.4580078,"Man Hole",0,0,0,0
64,269.072998,"Catch Basin",0,0,0,0
475,99.0767975,"Man Hole",0,0,0,0
482,13.0648003,"Man Hole",0,0,0,0
33,280.4500122,"Man Hole",0,0,0,0
25,280.4500122,"Man Hole",0,0,0,0
116,105.5469971,NA,0,0,0,0
66,105.5469971,"Man Hole",0,0,0,0
334,166.0939941,"Man Hole",0,0,0,0
338,166.0939941,"Man Hole",0,0,0,0
38,342.3469849,"Man Hole",0,0,0,0
48,150.9309998,"Man Hole",0,0,0,0
665,612.4630127,NA,0,0,0,0
662,612.4630127,NA,0,0,0,0
39,167.7129974,NA,0,0,0,0
95,57.0390015,NA,0,0,0,0
232,119.4970016,"Man Hole",0,0,0,0
208,119.4970016,"Man Hole",0,0,0,0
218,253.3560028,"Man Hole",0,0,0,0
199,253.3560028,"Man Hole",0,0,0,0
188,253.3560028,"Catch Basin",0,0,0,0
185,253.3560028,"Man Hole",0,0,0,0
386,125.3359985,"Man Hole",0,0,0,0
389,125.3359985,"Man Hole",0,0,0,0
220,26.9193993,"Catch Basin",0,0,0,0
228,26.9193993,"Man Hole",0,0,0,0
589,386.3580017,"Man Hole",0,0,0,0
586,386.3580017,"Man Hole",0,0,0,0
648,187.8580017,NA,0,0,0,0
654,187.8580017,NA,0,0,0,0
584,124.0500031,NA,0,0,0,0
593,124.0500031,"Man Hole",0,0,0,0
539,99.0767975,"Catch Basin",0,0,0,0
642,386.3580017,NA,0,0,0,0
659,293.6629944,NA,0,0,0,0
4,1.10892,"Catch Basin",0,0,0,0
2,1.10892,"Catch Basin",0,0,0,0
399,-1.43618,"Grate/Drain Inlet",0,0,0,0
396,-1.43618,"Man Hole",0,0,0,0
186,409.70401,"Inlet/Outlet",0,0,0,0
174,409.70401,"Catch Basin",0,0,0,0
189,374.6669922,"Catch Basin",0,0,0,0
179,374.6669922,"Man Hole",0,0,0,0
614,836.4689941,NA,0,0,0,0
597,836.4689941,NA,0,0,0,0
651,643.3590088,NA,0,0,0,0
656,643.3590088,NA,0,0,0,0
619,256.4549866,"Catch Basin",0,0,0,0
628,256.4549866,NA,0,0,0,0
496,13.0648003,"Man Hole",0,0,0,0
503,13.0648003,"Inlet/Outlet",0,0,0,0
380,48.7173996,"Catch Basin",0,0,0,0
375,17.9643002,"Catch Basin",0,0,0,0
256,253.3560028,"Catch Basin",0,0,0,0
229,253.3560028,"Catch Basin",0,0,0,0
185,253.3560028,"Man Hole",0,0,0,0
171,253.3560028,NA,0,0,0,0
379,17.9643002,"Catch Basin",0,0,0,0
375,17.9643002,"Catch Basin",0,0,0,0
299,226.7949982,"Catch Basin",0,0,0,0
305,166.0939941,"Man Hole",0,0,0,0
106,231.1410065,"Man Hole",0,0,0,0
133,231.1410065,"Catch Basin",0,0,0,0
176,45.7737999,NA,0,0,0,0
194,45.7737999,NA,0,0,0,0
334,166.0939941,"Man Hole",0,0,0,0
347,166.0939941,"Man Hole",0,0,0,0
183,78.2424011,"Man Hole",0,0,0,0
203,78.2424011,"Man Hole",0,0,0,0
158,105.5469971,"Man Hole",0,0,0,0
183,78.2424011,"Man Hole",0,0,0,0
28,280.4500122,"Catch Basin",0,0,0,0
33,280.4500122,"Man Hole",0,0,0,0
494,641.210022,"Catch Basin",0,0,0,0
497,507.1589966,"Catch Basin",0,0,0,0
521,365.8829956,"Man Hole",0,0,0,0
501,365.8829956,"Catch Basin",0,0,0,0
324,9.8200598,"Man Hole",0,0,0,0
270,9.6477804,"Man Hole",0,0,0,0
267,21.5207996,"Man Hole",0,0,0,0
289,17.9643002,NA,0,0,0,0
386,125.3359985,"Man Hole",0,0,0,0
359,38.5672989,"Man Hole",0,0,0,0
295,268.9100037,"Man Hole",0,0,0,0
307,268.9100037,"Man Hole",0,0,0,0
307,268.9100037,"Man Hole",0,0,0,0
322,268.9100037,"Man Hole",0,0,0,0
318,226.7949982,"Man Hole",0,0,0,0
315,226.7949982,"Catch Basin",0,0,0,0
179,374.6669922,"Man Hole",0,0,0,0
162,335.303009,"Catch Basin",0,0,0,0
152,299.4580078,"Man Hole",0,0,0,0
136,299.4580078,NA,0,0,0,0
493,923.8389893,NA,0,0,0,0
457,724.7059937,"Grate/Drain Inlet",0,0,0,0
432,540.5,"Man Hole",0,0,0,0
438,540.5,"Man Hole",0,0,0,0
621,836.4689941,NA,0,0,0,0
608,836.4689941,NA,0,0,0,0
421,256.7550049,NA,0,0,0,0
420,256.7550049,NA,0,0,0,0
628,256.4549866,NA,0,0,0,0
625,124.0500031,NA,0,0,0,0
323,166.0939941,"Man Hole",0,0,0,0
334,166.0939941,"Man Hole",0,0,0,0
414,134.5619965,"Man Hole",0,0,0,0
408,134.5619965,"Man Hole",0,0,0,0
23,342.3469849,"Inlet/Outlet",0,0,0,0
38,342.3469849,"Man Hole",0,0,0,0
292,166.0939941,"Catch Basin",0,0,0,0
293,166.0939941,"Man Hole",0,0,0,0
54,52.8501015,"Man Hole",0,0,0,0
56,52.8501015,"Man Hole",0,0,0,0
359,38.5672989,"Man Hole",0,0,0,0
357,38.5672989,"Man Hole",0,0,0,0
586,386.3580017,"Man Hole",0,0,0,0
581,386.3580017,"Catch Basin",0,0,0,0
559,256.4549866,"Catch Basin",0,0,0,0
526,224.9929962,"Man Hole",0,0,0,0
495,507.1589966,"Man Hole",0,0,0,0
510,507.1589966,"Man Hole",0,0,0,0
557,643.4370117,"Catch Basin",0,0,0,0
549,641.210022,"Catch Basin",0,0,0,0
455,652.4310303,"Catch Basin",0,0,0,0
451,652.4310303,"Man Hole",0,0,0,0
370,226.7949982,"Grate/Drain Inlet",0,0,0,0
373,226.7949982,"Man Hole",0,0,0,0
613,884.5490112,NA,0,0,0,0
612,836.4689941,NA,0,0,0,0
5,167.7129974,NA,0,0,0,0
11,167.7129974,"Man Hole",0,0,0,0
422,256.7550049,"Inlet/Outlet",0,0,0,0
421,256.7550049,NA,0,0,0,0
17,399.7990112,NA,0,0,0,0
53,231.1410065,"Inlet/Outlet",0,0,0,0
154,335.303009,"Catch Basin",0,0,0,0
113,335.303009,NA,0,0,0,0
168,316.0440063,"Catch Basin",0,0,0,0
152,299.4580078,"Man Hole",0,0,0,0
169,374.6669922,"Catch Basin",0,0,0,0
157,335.303009,"Catch Basin",0,0,0,0
222,0.0391334,NA,0,0,0,0
178,0.0391334,"Catch Basin",0,0,0,0
191,253.3560028,"Catch Basin",0,0,0,0
188,253.3560028,"Catch Basin",0,0,0,0
629,643.4370117,NA,0,0,0,0
627,643.4370117,NA,0,0,0,0
210,21.5207996,NA,0,0,0,0
267,21.5207996,"Man Hole",0,0,0,0
62,49.2882004,"Catch Basin",0,0,0,0
65,49.2882004,"Man Hole",0,0,0,0
133,231.1410065,"Catch Basin",0,0,0,0
173,189.2570038,NA,0,0,0,0
562,884.5490112,"Man Hole",0,0,0,0
560,884.5490112,"Man Hole",0,0,0,0
520,859.6030273,"Man Hole",0,0,0,0
531,859.6030273,NA,0,0,0,0
227,374.6669922,"Grate/Drain Inlet",0,0,0,0
197,374.6669922,"Catch Basin",0,0,0,0
204,374.6669922,"Catch Basin",0,0,0,0
200,374.6669922,"Catch Basin",0,0,0,0
203,78.2424011,"Man Hole",0,0,0,0
242,78.2424011,"Man Hole",0,0,0,0
311,166.0939941,"Man Hole",0,0,0,0
323,166.0939941,"Man Hole",0,0,0,0
123,191.8119965,NA,0,0,0,0
161,150.9309998,"Catch Basin",0,0,0,0
409,2.6807799,"Man Hole",0,0,0,0
399,-1.43618,"Grate/Drain Inlet",0,0,0,0
226,253.3560028,"Man Hole",0,0,0,0
198,253.3560028,"Man Hole",0,0,0,0
424,540.5,"Catch Basin",0,0,0,0
427,540.5,"Catch Basin",0,0,0,0
428,724.7059937,"Catch Basin",0,0,0,0
430,724.7059937,"Catch Basin",0,0,0,0
469,859.6030273,"Man Hole",0,0,0,0
471,859.6030273,"Man Hole",0,0,0,0
487,859.6030273,"Grate/Drain Inlet",0,0,0,0
479,859.6030273,"Grate/Drain Inlet",0,0,0,0
402,12.2589998,"Man Hole",0,0,0,0
397,12.2589998,"Man Hole",0,0,0,0
503,13.0648003,"Inlet/Outlet",0,0,0,0
511,-1.00225,NA,0,0,0,0
545,99.0767975,"Catch Basin",0,0,0,0
539,99.0767975,"Catch Basin",0,0,0,0
170,78.2424011,"Catch Basin",0,0,0,0
146,74.9701004,NA,0,0,0,0
312,226.7949982,"Man Hole",0,0,0,0
309,226.7949982,"Catch Basin",0,0,0,0
129,105.5469971,NA,0,0,0,0
87,105.5469971,"Catch Basin",0,0,0,0
199,253.3560028,"Man Hole",0,0,0,0
188,253.3560028,"Catch Basin",0,0,0,0
181,78.2424011,"Man Hole",0,0,0,0
209,78.2424011,"Man Hole",0,0,0,0
336,268.9100037,"Man Hole",0,0,0,0
343,268.9100037,"Man Hole",0,0,0,0
664,612.4630127,NA,0,0,0,0
669,612.4630127,NA,0,0,0,0
669,612.4630127,NA,0,0,0,0
665,612.4630127,NA,0,0,0,0
633,836.4689941,NA,0,0,0,0
637,836.4689941,NA,0,0,0,0
264,45.7737999,"Catch Basin",0,0,0,0
273,26.9193993,"Man Hole",0,0,0,0
43,57.0390015,"Man Hole",0,0,0,0
97,57.0390015,NA,0,0,0,0
245,253.3560028,"Man Hole",0,0,0,0
237,253.3560028,"Man Hole",0,0,0,0
673,531.65802,NA,0,0,0,0
670,531.65802,NA,0,0,0,0
443,256.7550049,NA,0,0,0,0
422,256.7550049,"Inlet/Outlet",0,0,0,0
547,99.0767975,"Catch Basin",0,0,0,0
545,99.0767975,"Catch Basin",0,0,0,0
554,754.7379761,"Catch Basin",0,0,0,0
571,754.7379761,NA,0,0,0,0
636,386.3580017,NA,0,0,0,0
642,386.3580017,NA,0,0,0,0
416,134.5619965,"Man Hole",0,0,0,0
414,134.5619965,"Man Hole",0,0,0,0
135,150.9309998,"Man Hole",0,0,0,0
108,105.5469971,NA,0,0,0,0
72,231.1410065,"Catch Basin",0,0,0,0
106,231.1410065,"Man Hole",0,0,0,0
290,166.0939941,"Man Hole",0,0,0,0
282,97.260498,"Man Hole",0,0,0,0
357,38.5672989,"Man Hole",0,0,0,0
306,38.5672989,"Catch Basin",0,0,0,0
75,3.0738399,"Man Hole",0,0,0,0
91,3.0738399,"Man Hole",0,0,0,0
591,515.8129883,"Catch Basin",0,0,0,0
603,515.8129883,NA,0,0,0,0
423,652.4310303,"Catch Basin",0,0,0,0
426,652.4310303,"Catch Basin",0,0,0,0
450,540.5,"Man Hole",0,0,0,0
452,540.5,"Inlet/Outlet",0,0,0,0
236,119.4970016,"Man Hole",0,0,0,0
243,119.4970016,"Catch Basin",0,0,0,0
130,52.8501015,"Man Hole",0,0,0,0
122,52.8501015,"Man Hole",0,0,0,0
303,166.0939941,"Man Hole",0,0,0,0
305,166.0939941,"Man Hole",0,0,0,0
393,125.3359985,"Catch Basin",0,0,0,0
394,125.3359985,"Man Hole",0,0,0,0
26,192.2610016,"Man Hole",0,0,0,0
43,57.0390015,"Man Hole",0,0,0,0
257,78.2424011,"Man Hole",0,0,0,0
262,78.2424011,"Catch Basin",0,0,0,0
121,105.5469971,NA,0,0,0,0
149,105.5469971,"Catch Basin",0,0,0,0
537,365.8829956,"Man Hole",0,0,0,0
527,224.9929962,"Catch Basin",0,0,0,0
529,365.8829956,"Man Hole",0,0,0,0
533,365.8829956,"Man Hole",0,0,0,0
12,1.10892,"Man Hole",0,0,0,0
22,1.10892,"Man Hole",0,0,0,0
333,9.8200598,"Man Hole",0,0,0,0
369,9.8200598,NA,0,0,0,0
566,515.8129883,"Catch Basin",0,0,0,0
541,507.1589966,"Man Hole",0,0,0,0
566,515.8129883,"Catch Basin",0,0,0,0
588,515.8129883,NA,0,0,0,0
426,652.4310303,"Catch Basin",0,0,0,0
427,540.5,"Catch Basin",0,0,0,0
477,641.210022,"Man Hole",0,0,0,0
449,540.5,"Man Hole",0,0,0,0
508,923.8389893,"Catch Basin",0,0,0,0
500,923.8389893,"Catch Basin",0,0,0,0
138,74.9701004,"Grate/Drain Inlet",0,0,0,0
125,74.9701004,NA,0,0,0,0
598,754.7379761,NA,0,0,0,0
606,754.7379761,NA,0,0,0,0
339,38.5672989,"Catch Basin",0,0,0,0
341,38.5672989,"Man Hole",0,0,0,0
631,643.4370117,NA,0,0,0,0
630,643.4370117,NA,0,0,0,0
24,167.7129974,"Man Hole",0,0,0,0
36,167.7129974,"Man Hole",0,0,0,0
112,191.8119965,"Catch Basin",0,0,0,0
150,191.8119965,"Man Hole",0,0,0,0
251,26.9193993,"Man Hole",0,0,0,0
244,26.9193993,"Catch Basin",0,0,0,0
543,365.8829956,"Man Hole",0,0,0,0
521,365.8829956,"Man Hole",0,0,0,0
73,335.303009,"Catch Basin",0,0,0,0
68,335.303009,"Catch Basin",0,0,0,0
101,363.8789978,"Man Hole",0,0,0,0
92,335.303009,"Catch Basin",0,0,0,0
531,859.6030273,NA,0,0,0,0
530,763.1849976,NA,0,0,0,0
626,386.3580017,NA,0,0,0,0
646,293.6629944,NA,0,0,0,0
431,40.4692993,"Man Hole",0,0,0,0
439,40.4692993,"Man Hole",0,0,0,0
515,924.8129883,"Inlet/Outlet",0,0,0,0
565,899.6640015,NA,0,0,0,0
427,540.5,"Catch Basin",0,0,0,0
432,540.5,"Man Hole",0,0,0,0
490,859.6030273,NA,0,0,0,0
519,859.6030273,NA,0,0,0,0
413,2.6807799,"Man Hole",0,0,0,0
409,2.6807799,"Man Hole",0,0,0,0
327,268.9100037,"Catch Basin",0,0,0,0
322,268.9100037,"Man Hole",0,0,0,0
322,268.9100037,"Man Hole",0,0,0,0
325,268.9100037,"Man Hole",0,0,0,0
354,97.260498,"Man Hole",0,0,0,0
360,97.260498,"Inlet/Outlet",0,0,0,0
258,78.2424011,"Catch Basin",0,0,0,0
257,78.2424011,"Man Hole",0,0,0,0
485,507.1589966,"Catch Basin",0,0,0,0
495,507.1589966,"Man Hole",0,0,0,0
501,365.8829956,"Catch Basin",0,0,0,0
489,365.8829956,"Man Hole",0,0,0,0
577,515.8129883,"Man Hole",0,0,0,0
600,515.8129883,NA,0,0,0,0
640,515.8129883,NA,0,0,0,0
655,411.3519897,NA,0,0,0,0
200,374.6669922,"Catch Basin",0,0,0,0
196,374.6669922,"Man Hole",0,0,0,0
140,49.2882004,"Catch Basin",0,0,0,0
142,49.2882004,"Man Hole",0,0,0,0
34,485.269989,NA,0,0,0,0
35,485.269989,NA,0,0,0,0
337,97.260498,"Man Hole",0,0,0,0
344,38.5672989,"Man Hole",0,0,0,0
236,119.4970016,"Man Hole",0,0,0,0
246,78.2424011,"Man Hole",0,0,0,0
74,150.9309998,"Man Hole",0,0,0,0
93,150.9309998,NA,0,0,0,0
47,150.9309998,"Catch Basin",0,0,0,0
49,150.9309998,"Man Hole",0,0,0,0
55,150.9309998,"Man Hole",0,0,0,0
69,150.9309998,"Man Hole",0,0,0,0
33,280.4500122,"Man Hole",0,0,0,0
40,105.5469971,"Man Hole",0,0,0,0
70,3.0738399,"Catch Basin",0,0,0,0
75,3.0738399,"Man Hole",0,0,0,0
496,13.0648003,"Man Hole",0,0,0,0
488,13.0648003,"Man Hole",0,0,0,0
61,269.072998,"Man Hole",0,0,0,0
67,269.072998,"Man Hole",0,0,0,0
105,363.8789978,"Catch Basin",0,0,0,0
101,363.8789978,"Man Hole",0,0,0,0
600,515.8129883,NA,0,0,0,0
622,515.8129883,NA,0,0,0,0
412,40.4692993,NA,0,0,0,0
404,-1.43618,"Man Hole",0,0,0,0
603,515.8129883,NA,0,0,0,0
609,515.8129883,NA,0,0,0,0
578,884.5490112,"Catch Basin",0,0,0,0
582,884.5490112,NA,0,0,0,0
528,923.8389893,"Catch Basin",0,0,0,0
508,923.8389893,"Catch Basin",0,0,0,0
473,859.6030273,"Catch Basin",0,0,0,0
453,724.7059937,"Man Hole",0,0,0,0
470,763.1849976,"Man Hole",0,0,0,0
467,763.1849976,"Man Hole",0,0,0,0
470,763.1849976,"Man Hole",0,0,0,0
461,763.1849976,"Man Hole",0,0,0,0
434,134.5619965,NA,0,0,0,0
462,99.0767975,"Inlet/Outlet",0,0,0,0
367,97.260498,NA,0,0,0,0
360,97.260498,"Inlet/Outlet",0,0,0,0
125,74.9701004,NA,0,0,0,0
88,74.9701004,"Man Hole",0,0,0,0
17,399.7990112,NA,0,0,0,0
16,342.3469849,NA,0,0,0,0
644,124.0500031,NA,0,0,0,0
639,124.0500031,NA,0,0,0,0
625,124.0500031,NA,0,0,0,0
610,124.0500031,"Catch Basin",0,0,0,0
229,253.3560028,"Catch Basin",0,0,0,0
218,253.3560028,"Man Hole",0,0,0,0
199,253.3560028,"Man Hole",0,0,0,0
212,253.3560028,"Catch Basin",0,0,0,0
629,643.4370117,NA,0,0,0,0
652,531.65802,NA,0,0,0,0
627,643.4370117,NA,0,0,0,0
623,643.4370117,NA,0,0,0,0
100,191.8119965,"Man Hole",0,0,0,0
86,191.8119965,"Catch Basin",0,0,0,0
308,226.7949982,"Man Hole",0,0,0,0
305,166.0939941,"Man Hole",0,0,0,0
32,230.470993,"Man Hole",0,0,0,0
18,230.470993,"Catch Basin",0,0,0,0
234,45.7737999,"Catch Basin",0,0,0,0
247,45.7737999,"Man Hole",0,0,0,0
32,230.470993,"Man Hole",0,0,0,0
27,230.470993,"Catch Basin",0,0,0,0
318,226.7949982,"Man Hole",0,0,0,0
312,226.7949982,"Man Hole",0,0,0,0
51,150.9309998,"Catch Basin",0,0,0,0
48,150.9309998,"Man Hole",0,0,0,0
280,38.5672989,NA,0,0,0,0
224,26.9193993,"Man Hole",0,0,0,0
253,26.9193993,NA,0,0,0,0
273,26.9193993,"Man Hole",0,0,0,0
653,293.6629944,NA,0,0,0,0
659,293.6629944,NA,0,0,0,0
2,1.10892,"Catch Basin",0,0,0,0
3,-0.196553,"Man Hole",0,0,0,0
281,397.8250122,"Catch Basin",0,0,0,0
275,253.3560028,"Man Hole",0,0,0,0
604,754.7379761,NA,0,0,0,0
596,754.7379761,NA,0,0,0,0
404,-1.43618,"Man Hole",0,0,0,0
406,-1.43618,"Man Hole",0,0,0,0
654,187.8580017,NA,0,0,0,0
657,187.8580017,NA,0,0,0,0
650,187.8580017,NA,0,0,0,0
648,187.8580017,NA,0,0,0,0
248,316.0440063,"Grate/Drain Inlet",0,0,0,0
213,316.0440063,"Catch Basin",0,0,0,0
573,643.4370117,NA,0,0,0,0
577,515.8129883,"Man Hole",0,0,0,0
403,125.3359985,NA,0,0,0,0
377,97.260498,"Inlet/Outlet",0,0,0,0
35,485.269989,NA,0,0,0,0
53,231.1410065,"Inlet/Outlet",0,0,0,0
325,268.9100037,"Man Hole",0,0,0,0
336,268.9100037,"Man Hole",0,0,0,0
139,74.9701004,NA,0,0,0,0
103,74.9701004,"Catch Basin",0,0,0,0
66,105.5469971,"Man Hole",0,0,0,0
40,105.5469971,"Man Hole",0,0,0,0
202,119.4970016,"Man Hole",0,0,0,0
215,119.4970016,NA,0,0,0,0
20,167.7129974,"Man Hole",0,0,0,0
24,167.7129974,"Man Hole",0,0,0,0
581,386.3580017,"Catch Basin",0,0,0,0
555,386.3580017,"Catch Basin",0,0,0,0
568,256.4549866,"Man Hole",0,0,0,0
599,256.4549866,"Man Hole",0,0,0,0
489,365.8829956,"Man Hole",0,0,0,0
499,365.8829956,"Catch Basin",0,0,0,0
509,763.1849976,"Catch Basin",0,0,0,0
518,763.1849976,"Catch Basin",0,0,0,0
184,253.3560028,"Man Hole",0,0,0,0
172,253.3560028,"Man Hole",0,0,0,0
592,754.7379761,NA,0,0,0,0
604,754.7379761,NA,0,0,0,0
663,411.3519897,NA,0,0,0,0
655,411.3519897,NA,0,0,0,0
460,763.1849976,"Man Hole",0,0,0,0
455,652.4310303,"Catch Basin",0,0,0,0
451,652.4310303,"Man Hole",0,0,0,0
449,540.5,"Man Hole",0,0,0,0
538,923.8389893,"Man Hole",0,0,0,0
564,884.5490112,"Catch Basin",0,0,0,0
372,226.7949982,"Grate/Drain Inlet",0,0,0,0
371,226.7949982,"Man Hole",0,0,0,0
583,836.4689941,NA,0,0,0,0
597,836.4689941,NA,0,0,0,0
13,342.3469849,NA,0,0,0,0
23,342.3469849,"Inlet/Outlet",0,0,0,0
502,365.8829956,"Man Hole",0,0,0,0
499,365.8829956,"Catch Basin",0,0,0,0
504,365.8829956,"Catch Basin",0,0,0,0
501,365.8829956,"Catch Basin",0,0,0,0
311,166.0939941,"Man Hole",0,0,0,0
310,166.0939941,"Catch Basin",0,0,0,0
311,166.0939941,"Man Hole",0,0,0,0
316,166.0939941,"Catch Basin",0,0,0,0
346,166.0939941,"Catch Basin",0,0,0,0
347,166.0939941,"Man Hole",0,0,0,0
