OBJECTID_12,OBJECTID,PolygonID,StreamLink,StreamLen,DSNodeID,DSWSID,US1WSID,US2WSID,Area_M,Area_Acre,Area_SqMi,AveSlope,Shape_Leng,Percent_Ar,OBJECTID_1,POLYGONI_1,VALUE_1,ORIG_FID,POINT_X,POINT_Y
791,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543913,21.32594851
792,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543909,21.32599367
793,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543905,21.32603884
794,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543901,21.32608401
795,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543897,21.32612917
796,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7543412,21.32617398
797,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7542926,21.32621879
798,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.754244,21.3262636
799,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7541954,21.32630841
800,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.754195,21.32635357
801,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7541946,21.32639874
802,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7541461,21.32644355
803,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7540975,21.32648836
804,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7540971,21.32653352
805,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7540967,21.32657869
806,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7540481,21.3266235
807,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539995,21.3266683
808,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539992,21.32671347
809,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539988,21.32675864
810,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539984,21.3268038
811,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.753998,21.32684897
812,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539494,21.32689378
813,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7539008,21.32693858
814,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7538523,21.32698339
815,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7538037,21.3270282
816,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7537551,21.32707301
817,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7537065,21.32711782
818,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7536579,21.32716263
819,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7536097,21.32716227
820,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7535615,21.32716191
821,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7535129,21.32720672
822,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7534643,21.32725153
823,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7534157,21.32729634
824,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7533672,21.32734114
825,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7533186,21.32738595
826,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.75327,21.32743076
827,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7532214,21.32747557
828,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7531728,21.32752038
829,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7531242,21.32756519
830,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7530756,21.32760999
831,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7530274,21.32760964
832,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7529792,21.32760928
833,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7529307,21.32765409
834,1,0,1,1582,-1,8,-1,-1,988187.5004,244.1860723,0.381540738,97.90113577,4891.944802,7,1,0,64584,0,-157.7528821,21.32769889
835,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7480762,21.32594677
836,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.748028,21.32594641
837,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7479798,21.32594605
838,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.747932,21.32590053
839,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7478841,21.325855
840,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7478363,21.32580948
841,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7477885,21.32576395
842,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7477407,21.32571843
843,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7476929,21.3256729
844,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7476447,21.32567254
845,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7475965,21.32567219
846,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7475482,21.32567183
847,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7475,21.32567147
848,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7474518,21.32567111
849,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7474036,21.32567075
850,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7473554,21.32567039
851,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7473072,21.32567003
852,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.747259,21.32566967
853,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7472108,21.32566931
854,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7471626,21.32566895
855,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7471144,21.32566859
856,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7470662,21.32566823
857,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.747018,21.32566788
858,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7469702,21.32562235
859,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7469224,21.32557683
860,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7468742,21.32557647
861,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.746826,21.32557611
862,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7467778,21.32557575
863,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7467296,21.32557539
864,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7466813,21.32557503
865,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7466331,21.32557467
866,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7465853,21.32552914
867,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7465375,21.32548362
868,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7464893,21.32548326
869,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7464411,21.3254829
870,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7463929,21.32548254
871,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7463447,21.32548218
872,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7462965,21.32548182
873,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7462483,21.32548146
874,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7462005,21.32543594
875,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7461526,21.32539041
876,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7461044,21.32539005
877,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7460562,21.32538969
878,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7460084,21.32534417
879,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7459606,21.32529864
880,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7459124,21.32529828
881,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7458642,21.32529792
882,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7458164,21.3252524
883,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7457686,21.32520687
884,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7457203,21.32520651
885,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7456721,21.32520615
886,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7456239,21.32520579
887,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7455757,21.32520544
888,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7455275,21.32520508
889,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7454793,21.32520472
890,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7454315,21.32515919
891,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7453837,21.32511367
892,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7453355,21.32511331
893,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7452873,21.32511295
894,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7452391,21.32511259
895,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7451909,21.32511223
896,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7451431,21.3250667
897,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7450952,21.32502118
898,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.745047,21.32502082
899,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7449988,21.32502046
900,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7449506,21.3250201
901,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7449024,21.32501974
902,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7448542,21.32501938
903,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.744806,21.32501902
904,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7447578,21.32501866
905,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7447096,21.3250183
906,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7446618,21.32497277
907,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.744614,21.32492725
908,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7445658,21.32492689
909,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7445176,21.32492653
910,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7444694,21.32492617
911,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7444212,21.32492581
912,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7443733,21.32488028
913,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7443255,21.32483475
914,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7442777,21.32478923
915,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7442299,21.3247437
916,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441821,21.32469818
917,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441824,21.32465301
918,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441828,21.32460785
919,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441832,21.32456268
920,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441836,21.32451752
921,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441358,21.32447199
922,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.744088,21.32442646
923,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440401,21.32438094
924,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439923,21.32433541
925,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439445,21.32428989
926,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438967,21.32424436
927,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438971,21.3241992
928,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438975,21.32415403
929,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438978,21.32410886
930,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438982,21.3240637
931,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438986,21.32401853
932,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.743899,21.32397337
933,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438994,21.3239282
934,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7438998,21.32388304
935,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439484,21.32383823
936,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439969,21.32379343
937,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439973,21.32374826
938,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439977,21.32370309
939,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439981,21.32365793
940,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439985,21.32361276
941,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439989,21.3235676
942,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439992,21.32352243
943,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7439996,21.32347727
944,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.744,21.3234321
945,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440004,21.32338693
946,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440008,21.32334177
947,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440012,21.3232966
948,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440016,21.32325144
949,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440019,21.32320627
950,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440023,21.32316111
951,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440027,21.32311594
952,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440031,21.32307078
953,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440035,21.32302561
954,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440039,21.32298044
955,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440042,21.32293528
956,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440046,21.32289011
957,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.744005,21.32284495
958,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440054,21.32279978
959,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440058,21.32275462
960,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440062,21.32270945
961,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440065,21.32266428
962,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440069,21.32261912
963,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440073,21.32257395
964,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440077,21.32252879
965,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440081,21.32248362
966,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440085,21.32243846
967,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440089,21.32239329
968,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440092,21.32234813
969,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440096,21.32230296
970,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.74401,21.32225779
971,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7440586,21.32221299
972,2,1,2,2501,-1,9,-1,-1,1246587.5,308.0380041,0.481309381,94.21192227,6769.345956,3,2,1,33399,1,-157.7441072,21.32216818
