"node1","x_coord","y_coord"
356,-157.751341439856,21.2804113932712
357,-157.751542039034,21.2803281817003
358,-157.751647479148,21.2802862490112
359,-157.750308767236,21.2805727262503
360,-157.750217328667,21.2803677140988
361,-157.750169787805,21.2802564095057
362,-157.754137912335,21.2953589854289
363,-157.753937787998,21.2949972088542
364,-157.757163537467,21.2971922884934
365,-157.757075118822,21.2969071764251
366,-157.757075118822,21.2969071764251
367,-157.756916330025,21.2967403377964
368,-157.756916330025,21.2967403377964
369,-157.756766622582,21.2967401210598
370,-157.756377396,21.2973007512288
371,-157.756606670062,21.2972791639023
372,-157.748609576471,21.2933683082009
373,-157.748878435092,21.2929009889895
374,-157.748737145303,21.2892212185844
375,-157.748713693682,21.2891294067967
376,-157.748713693682,21.2891294067967
377,-157.748742284928,21.288806273191
378,-157.748094888169,21.2902363247466
379,-157.748079091577,21.2899986815939
380,-157.747705077028,21.2900057502652
381,-157.747717905857,21.2892662890081
382,-157.747765202102,21.2889761281459
383,-157.748429334346,21.2904922106471
384,-157.748485511397,21.2903945038034
385,-157.748751795259,21.2897725920316
386,-157.748737145303,21.2892212185844
387,-157.747770024267,21.2913180266057
388,-157.747789589018,21.2912275179357
389,-157.747927366954,21.291212754665
390,-157.747893813249,21.2907713224386
391,-157.747893813249,21.2907713224386
392,-157.747849127735,21.2903114118423
393,-157.747770024267,21.2913180266057
394,-157.747499894005,21.2912320765991
395,-157.747499894005,21.2912320765991
396,-157.746865288302,21.2909145799439
397,-157.746788712829,21.2910126689995
398,-157.746865288302,21.2909145799439
399,-157.748314042159,21.2890105326101
400,-157.748368889113,21.2886781099069
401,-157.749611156829,21.2880808989144
402,-157.749477181227,21.2879568158544
403,-157.749477181227,21.2879568158544
404,-157.749343488911,21.2876339862195
405,-157.747758097458,21.2941468512962
406,-157.747625662394,21.2941425876104
407,-157.746492173075,21.2949925548626
408,-157.746789925115,21.2948674654612
409,-157.747106697816,21.2951620204109
410,-157.746905345006,21.2948895824883
411,-157.747271299831,21.2933645238538
412,-157.747784235354,21.2929019009021
413,-157.747840376432,21.2929611932046
414,-157.747784235354,21.2929019009021
415,-157.748823544071,21.2928396992928
416,-157.748844113365,21.292746990881
417,-157.747901751565,21.2913119498866
418,-157.747927366954,21.291212754665
419,-157.747793588303,21.291981969992
420,-157.748384932119,21.2919146107707
421,-157.747419151972,21.2926960227034
422,-157.747737198113,21.2923461315688
423,-157.746817994755,21.2932397752954
424,-157.746198804331,21.2931035918573
425,-157.746655949512,21.2930819883431
426,-157.746570120015,21.2930055477678
427,-157.747419151972,21.2926960227034
428,-157.747893813249,21.2907713224386
429,-157.748284304277,21.2907365186754
430,-157.748414891234,21.290522280379
431,-157.748079091577,21.2899986815939
432,-157.748251379198,21.2898341164513
433,-157.745734201072,21.2807329881369
434,-157.745640182348,21.2807278485114
435,-157.745655911491,21.2807135672774
436,-157.746024705476,21.2807894035082
437,-157.746046763148,21.2807752050118
438,-157.745805063153,21.2807492721612
439,-157.745734201072,21.2807329881369
440,-157.752106260196,21.2900349332656
441,-157.752182833871,21.2896686915569
442,-157.750771082619,21.2781867673055
443,-157.750746197479,21.2781388145547
444,-157.750544118017,21.2777764821989
445,-157.750296649771,21.2771165695741
446,-157.750243472858,21.2769014211637
447,-157.751163742812,21.2790039776515
448,-157.751086055777,21.2788359977831
449,-157.751740480739,21.2802486591484
450,-157.751291160559,21.2792794876583
451,-157.751163742812,21.2790039776515
452,-157.752364267597,21.2830585630023
453,-157.752511239302,21.2830185440706
454,-157.752835254244,21.2826101142654
455,-157.752807795244,21.2825507733995
456,-157.752730155872,21.2823833142386
457,-157.752936888427,21.2828297502928
458,-157.752835254244,21.2826101142654
459,-157.753712587866,21.2823315042955
460,-157.753697083554,21.2822812214013
461,-157.757815428139,21.2827581255871
462,-157.757815843626,21.2825754462999
463,-157.749282752297,21.2846299996748
464,-157.749331662826,21.2843516541056
465,-157.753844387109,21.2847918506635
466,-157.753825265723,21.284749553749
467,-157.753676569118,21.2844282214853
468,-157.752340109109,21.2846468772516
469,-157.75231236952,21.2845923180811
470,-157.755906238482,21.2876352137941
471,-157.755901052092,21.2876273339344
472,-157.755832363673,21.287534037366
473,-157.755727765324,21.2874286134398
474,-157.757606025498,21.2913027129499
475,-157.757503649374,21.2908241558102
476,-157.757474153409,21.2907025117116
477,-157.755642178644,21.2925570010049
478,-157.755585476389,21.2925365477236
479,-157.756000219435,21.2914187758558
480,-157.756097742817,21.291273039819
481,-157.756208930498,21.2911083145971
482,-157.75629332108,21.2909578885958
483,-157.756347042982,21.2908504322018
484,-157.756396982335,21.2907178784274
485,-157.756420280172,21.2906419028016
486,-157.755376604347,21.2930208587257
487,-157.75553302343,21.2924994452932
488,-157.753088443976,21.2931290004031
489,-157.753318345765,21.2928784241
490,-157.753344439594,21.2928723509783
491,-157.754694630453,21.2932496363617
492,-157.754621960735,21.293249531141
493,-157.754530209202,21.2932243060569
494,-157.754438505333,21.2931704042908
495,-157.754377399098,21.2931165483901
496,-157.754297193061,21.2930483258197
497,-157.754201664375,21.2929944195569
498,-157.754106112307,21.2929548502862
499,-157.754010529662,21.2929332045038
500,-157.753903467171,21.2929151254327
501,-157.753826985227,21.2929078445214
502,-157.753344439594,21.2928723509783
503,-157.753517309077,21.2928321171086
504,-157.755372650028,21.2954529573881
505,-157.755257979272,21.2946087448977
506,-157.755543935804,21.2966323921712
507,-157.755538165754,21.2966095242102
508,-157.75553661802,21.2966033881359
509,-157.755975524051,21.2981821632762
510,-157.755858683232,21.2977639821221
511,-157.754496972957,21.2990096906448
512,-157.754472742523,21.2988800542711
513,-157.754528373685,21.299546155131
514,-157.754525703598,21.2995238627361
515,-157.746427630531,21.2809225040704
516,-157.746115717766,21.2808595110577
517,-157.745846818676,21.2808107003536
518,-157.745599444858,21.2807578885657
519,-157.74534347712,21.28069699547
520,-157.744904674511,21.280593470912
521,-157.74477991606,21.2805650460401
522,-157.744693896806,21.2805326452654
523,-157.744638172114,21.2805056772952
524,-157.747295685847,21.2791124376889
525,-157.747317300153,21.2791059185034
526,-157.753250497313,21.2824366683176
527,-157.753277745871,21.2824276777952
528,-157.753327305711,21.2823874133485
529,-157.753335429287,21.2823641011224
530,-157.754786629299,21.2855379444206
531,-157.754667711945,21.2855141555539
532,-157.755670503691,21.2839009093995
533,-157.755542741504,21.2838979272476
534,-157.756100269911,21.2822219785615
535,-157.756085647834,21.282183029823
536,-157.754144319105,21.282120781449
537,-157.754428571421,21.2820220232978
538,-157.75475504421,21.2966757943525
539,-157.754937542733,21.2966497562813
540,-157.751174405175,21.2787990086674
541,-157.751829136805,21.2787141738201
542,-157.751445321444,21.2832638143736
543,-157.751340759069,21.2832192457716
544,-157.746777679946,21.2861274527198
545,-157.746765744144,21.2860390007993
546,-157.756461461028,21.2973885610333
547,-157.756606670062,21.2972791639023
548,-157.750555987269,21.2794048612454
549,-157.750601296013,21.2793145576208
550,-157.756702881333,21.2741183440863
551,-157.756666808626,21.2739523867933
552,-157.756590296105,21.2736135150517
553,-157.749526282412,21.2795584483637
554,-157.749507959625,21.2795382684764
555,-157.754774601766,21.298942475315
556,-157.754867974777,21.2988497920843
557,-157.749576352167,21.2812116289136
558,-157.74978239674,21.2811625160373
559,-157.750151141262,21.2810807406837
560,-157.750259487086,21.2810575031014
561,-157.75440115469,21.2804345885854
562,-157.754479017992,21.2804160994235
563,-157.755010487644,21.2802862031458
564,-157.755526532124,21.280157616281
565,-157.755709442537,21.2801131502018
566,-157.75572371118,21.2803652967211
567,-157.755718041854,21.2802414097133
568,-157.755709442537,21.2801131502018
569,-157.748216426147,21.2896973664404
570,-157.748173907999,21.2896622874846
571,-157.753441579865,21.2839204067014
572,-157.752936888427,21.2828297502928
573,-157.755727765324,21.2874286134398
574,-157.755371950355,21.2870699889888
575,-157.751273641765,21.2907807806086
576,-157.751340868786,21.290474315937
577,-157.751716407686,21.2898254379936
578,-157.751945547749,21.289212647146
579,-157.751888387739,21.2886498559062
580,-157.751899283025,21.2885691975105
581,-157.752025017241,21.2885362481494
582,-157.755296897434,21.2932859141137
583,-157.755376604347,21.2930208587257
584,-157.754472742523,21.2988800542711
585,-157.754430636265,21.2987816882244
586,-157.754396349612,21.2986928954608
587,-157.746217615451,21.2850940309648
588,-157.74616633251,21.284882182167
589,-157.746470029968,21.2847212898557
590,-157.746741551481,21.2844998425937
591,-157.747176655178,21.2842564545718
592,-157.747226207823,21.2842222425625
593,-157.754145653699,21.2883634146399
594,-157.754640023618,21.28825929563
595,-157.754663126302,21.2946888951764
596,-157.754797184642,21.2946642519537
597,-157.754428571421,21.2820220232978
598,-157.754817227833,21.2819041347681
599,-157.756352373263,21.284301504311
600,-157.756392044157,21.284290593736
601,-157.756417770164,21.2842743285975
602,-157.754137461774,21.2837973623584
603,-157.754199184045,21.2837719034507
604,-157.754393172307,21.2836920535455
605,-157.754528741508,21.2836365509861
606,-157.752089653315,21.2885275049405
607,-157.752180722262,21.288519338197
608,-157.753293501094,21.2881284424737
609,-157.753342918841,21.2879979679319
610,-157.756714711914,21.2989507742589
611,-157.756580853224,21.2988632189624
612,-157.755313529496,21.3006959239777
613,-157.755436044138,21.3005978241303
614,-157.755897164323,21.2822672126618
615,-157.755857409792,21.2821067978904
616,-157.755808160218,21.281916756753
617,-157.754182384709,21.281289789892
618,-157.754139216352,21.2811966228259
619,-157.754075194515,21.2810601740878
620,-157.754039337645,21.2809862021516
621,-157.754039337645,21.2809862021516
622,-157.753984666059,21.2809664215632
623,-157.747106697816,21.2951620204109
624,-157.747290137929,21.2949993105698
625,-157.756484273231,21.2977393424967
626,-157.756213718488,21.2972610524557
627,-157.752143978662,21.281118982555
628,-157.751740480739,21.2802486591484
629,-157.757848158965,21.2825533067897
630,-157.757663400446,21.2823674888685
631,-157.757306565645,21.2823093333091
632,-157.757594754294,21.2822362930705
633,-157.7574872988,21.2821514303443
634,-157.756629455285,21.2763480539196
635,-157.756683439789,21.276338088532
636,-157.756352373263,21.284301504311
637,-157.756172282225,21.2841922447763
638,-157.755800366694,21.2839666741228
639,-157.755703533991,21.283908808145
640,-157.755670503691,21.2839009093995
641,-157.753697083554,21.2822812214013
642,-157.754144319105,21.282120781449
643,-157.750496621222,21.283476005813
644,-157.750418512404,21.2834206813195
645,-157.752934950388,21.2902273710964
646,-157.75301553414,21.289683344211
647,-157.752256113329,21.2893229265119
648,-157.75230716964,21.2890905767687
649,-157.753529501186,21.2875185123695
650,-157.753688168574,21.2874845296873
651,-157.754594371333,21.2905452598559
652,-157.755213312644,21.2903823503652
653,-157.755599209936,21.2888242479407
654,-157.755541537312,21.2886204291895
655,-157.751661665054,21.2832085195576
656,-157.751903696898,21.2831595640627
657,-157.75216850857,21.2831004039605
658,-157.752364267597,21.2830585630023
659,-157.757043415921,21.2829215315035
660,-157.757175277217,21.282888667578
661,-157.757409993077,21.2828221438269
662,-157.757459940524,21.2828127746898
663,-157.7544600378,21.2845492009849
664,-157.754522213329,21.2844732874123
665,-157.755407697507,21.2785327257048
666,-157.755143338194,21.27765725278
667,-157.746748183082,21.2839961583961
668,-157.746765339449,21.2838796305406
669,-157.747394479971,21.2881395652888
670,-157.747340146531,21.2877363092833
671,-157.756176608863,21.2744503540007
672,-157.756136115989,21.2742181553436
673,-157.757156047014,21.274261465794
674,-157.757211877826,21.2742448786983
675,-157.756112113983,21.2964629473072
676,-157.756299268297,21.2964500672169
677,-157.746540835391,21.2926072812011
678,-157.746586688225,21.2925991549271
679,-157.754817227833,21.2819041347681
680,-157.754837098353,21.2818949913608
681,-157.748554491197,21.2815034004616
682,-157.748493600799,21.2814710266666
683,-157.748459118094,21.2814548658494
684,-157.756595138055,21.2813570690735
685,-157.756624975762,21.2812967002826
686,-157.75518994466,21.2878661192261
687,-157.755365280084,21.2877446046298
688,-157.752511239302,21.2830185440706
689,-157.752853910679,21.282861074579
690,-157.756036338906,21.2880119622823
691,-157.756034297445,21.2880003133638
692,-157.756015369414,21.2878819976561
693,-157.755992576096,21.2877887685369
694,-157.755950647005,21.2877026800347
695,-157.755906238482,21.2876352137941
696,-157.755281438088,21.275628764456
697,-157.755404847556,21.2755959751742
698,-157.752923594648,21.2913100523171
699,-157.752883599099,21.2908556824439
700,-157.752471375953,21.2888203493796
701,-157.752180722262,21.288519338197
702,-157.748844113365,21.292746990881
703,-157.748218997309,21.2926556080699
704,-157.754421301302,21.2910682453033
705,-157.754335085995,21.2910274052905
706,-157.756579868466,21.2763623684286
707,-157.756629455285,21.2763480539196
708,-157.745875697705,21.283515371837
709,-157.745974575466,21.2834464999561
710,-157.745995810258,21.282401952688
711,-157.746279813463,21.2823199426113
712,-157.746384014311,21.2881268776533
713,-157.746611281985,21.2878752482442
714,-157.756136115989,21.2742181553436
715,-157.756623204098,21.2741247445614
716,-157.756702881333,21.2741183440863
717,-157.754595416345,21.2980849906299
718,-157.75470612199,21.2980796945224
719,-157.753820412082,21.2806101767183
720,-157.753893535958,21.2805724744402
721,-157.753992726683,21.2805355437804
722,-157.754046002521,21.2805107161967
723,-157.756213718488,21.2972610524557
724,-157.756027736891,21.2965636650811
725,-157.747870837369,21.2915414029135
726,-157.747901751565,21.2913119498866
727,-157.754568672306,21.2998972171829
728,-157.754528373685,21.299546155131
729,-157.75228483138,21.2853299591104
730,-157.752430256251,21.2850120919346
731,-157.754528741508,21.2836365509861
732,-157.754535420773,21.2835946218943
733,-157.753168237224,21.287947127458
734,-157.752847975154,21.2877865130372
735,-157.757496582501,21.2846455597448
736,-157.757615966604,21.284609536501
737,-157.754184325446,21.2885121490165
738,-157.754145653699,21.2883634146399
739,-157.755207588459,21.2863028951625
740,-157.755286275541,21.2862328334786
741,-157.752439030937,21.2859901487265
742,-157.752509571959,21.2859623569772
743,-157.756492801502,21.286421835899
744,-157.7573801149,21.2858124615759
745,-157.753042442754,21.2780154428585
746,-157.75326766627,21.2779888319191
747,-157.752408020514,21.2767861442652
748,-157.752763089045,21.2810230096043
749,-157.752703686126,21.2809785102501
750,-157.75264539297,21.2809290232559
751,-157.752612751178,21.2809089935553
752,-157.750768256949,21.2793666814272
753,-157.750696705089,21.2793427019042
754,-157.750601296013,21.2793145576208
755,-157.748368889113,21.2886781099069
756,-157.748407314446,21.2884578479513
757,-157.748503441181,21.2845221961425
758,-157.748396006371,21.2844272421236
759,-157.748350888283,21.2843848211027
760,-157.748299358928,21.2843161704549
761,-157.748275794892,21.2842536118148
762,-157.748252237151,21.2841870197153
763,-157.748248066995,21.2841083560158
764,-157.748248193799,21.2840337320711
765,-157.748256918122,21.2839651713556
766,-157.748263521844,21.283878456026
767,-157.748285191908,21.283789746
768,-157.748296057517,21.2837272386212
769,-157.748306885354,21.2836869175173
770,-157.748332787628,21.2836405682577
771,-157.748350081591,21.2835942064075
772,-157.748382473372,21.283527697945
773,-157.748419165712,21.283463212957
774,-157.748449388329,21.2834067858945
775,-157.748460257535,21.2833422622357
776,-157.748475375138,21.2833100143457
777,-157.748503507731,21.283217280753
778,-157.748734675765,21.2826791210446
