"Name","length"
"10797",35.4133114072093
"10797",34.4686235139328
"10798",122.174191098615
"10825",33.7196479093662
"10826",161.624241559561
"10826",162.686928311627
"10831",168.656280085624
"10832",97.1355924044503
"10833",245.115413384816
"10834",44.2989375423088
"10835",122.834242774068
"10835",128.101046484054
"10836",64.6780553150792
"10836",64.2833595430518
"10837",131.083725644487
"10983",45.1097487916893
"10983",45.0924773127043
"10984",111.144090160234
"10984",111.814761517774
"10985",120.809168198846
"10986",243.233981861207
"10986",242.927953695611
"10987",28.8772859654818
"10988",34.5752107840298
"10988",34.708099740071
"11113",37.2620148088326
"11114",204.919751080015
"12496",139.891437751365
"16583",109.786790398243
"16583",109.373952438815
"16585",70.6057599902327
"16585",70.4246621693017
"16586",76.3838212630599
"16595",52.107907658533
"16598",19.1074472874997
"16603",22.0490508470385
"16603",22.0495544295919
"16606",20.6903256004475
"17723",39.2368924594387
"17723",39.2151387599525
"18150",160.15377529559
"18151",23.4949078195788
"18151",21.9299746795905
"18153",68.3173551749819
"18153",68.7315002995202
"18154",9.23781826655265
"18155",59.5166198517959
"18156",32.7255240077596
"18445",59.3938346151656
"18445",59.9834545169585
"18454",41.3991742053235
"18454",41.3908566376023
"18461",51.6417325198943
"18461",51.4952154100223
"18462",43.4944328239022
"18462",43.4924454866928
"18463",15.070245721416
"18464",103.240600932459
"18482",62.824898182197
"18482",65.1296837685348
"18483",224.96405849655
"18483",224.964280463052
"18642",82.9597530543737
"18642",85.3701716779574
"18703",39.1299092780901
"18750",33.626562987323
"18750",32.5592507805299
"18751",63.544552124256
"18799",36.4075298822144
"18957",9.65418810937086
"18957",9.65418810865703
"19021",47.3167558257216
"19021",46.425302758844
"19051",239.200242337204
"19053",92.2170868303604
"19180",20.7452629629183
"19790",468.171940940319
"19790",471.348997258116
"19900",172.508865839766
"20172",51.5547818776603
"20172",47.7507082894431
"20180",46.4977465747699
"20180",46.6553731888663
"20195",113.293938628285
"20195",110.902395664774
"20206",24.3684656087297
"20209",145.537563143094
"20331",31.1339715811217
"20331",31.5457226971609
"20350",50.7471690446425
"20350",50.5325522340227
"20377",43.1839531974577
"20456",66.5524057565895
"20456",66.537709180847
"20457",97.9057439106736
"20548",55.6528502832292
"20549",54.9689677590778
"20549",56.0985518046901
"20592",118.920596926495
"20657",131.547393635852
"20658",121.119684070334
"20658",121.09328349418
"20659",19.9588940534729
"20894",86.1846841208365
"209505",23.8341737511936
"209506",18.6719634366
"209507",13.0804759540583
"209507",13.0834483007539
"21012",197.457721589849
"21012",197.875691765884
"21977",18.7296962772336
"21991",111.322382093305
"21997",163.091089267845
"22001",33.4731498392944
"22001",33.3890914645482
"22025",200.573723295673
"22025",202.088316067466
"22112",103.675982767546
"22112",103.866383573151
"22131",87.1825513554839
"22131",86.6196376760298
"22137",55.4028654859064
"22137",55.4526451680945
"22161",218.86530857497
"22161",219.348928930601
"22165",170.443123388852
"22165",181.136895649604
"22183",77.0203968648277
"22183",76.982848143738
"22223",245.296743247571
"22224",149.269477523539
"22240",34.8765105435247
"22240",34.8859359118584
"22242",47.7160969346864
"22262",42.9571705652178
"22262",44.1972741798375
"22266",152.427502380184
"22292",85.9165071308096
"22293",19.9433568118831
"22317",65.1385833447416
"22317",63.858936345265
"22379",33.455877169011
"22510",7.54177729845874
"22511",36.9818332889612
"22511",36.9967853161067
"22512",24.2740178617607
"22972",74.3619780204795
"23383",130.161339220135
"23702",43.6736642416739
"23714",81.5201253299242
"23721",121.339831293983
"23721",120.570572824546
"23758",168.022640833093
"23843",86.2856748328049
"23848",147.881243941067
"23953",215.323323980507
"24012",33.0015608743859
"24067",123.581702889222
"24067",125.79814068737
"24068",17.6668246582879
"24071",42.0116553598543
"24074",101.430856653996
"24131",120.11257044877
