"name","elevation","maxdepth","initdepth","surdepth","aponded"
241,153.372467,0,0,0,0
242,158.7388153,0,0,0,0
243,151.661972,0,0,0,0
244,86.8724442,0,0,0,0
245,80.3804016,0,0,0,0
246,86.7168579,0,0,0,0
247,77.8554382,0,0,0,0
248,657.6936646,0,0,0,0
249,634.545105,0,0,0,0
250,634.545105,0,0,0,0
251,592.0077515,0,0,0,0
252,548.9250488,0,0,0,0
253,515.1589355,0,0,0,0
254,430.9605103,0,0,0,0
255,415.4974365,0,0,0,0
256,2.2898369,0,0,0,0
257,2.2219958,0,0,0,0
258,1.1608937,0,0,0,0
259,1.1018652,0,0,0,0
260,-1.194707,0,0,0,0
261,-2.0771482,0,0,0,0
262,-3.4578161,0,0,0,0
263,0.1549505,0,0,0,0
264,0.3661102,0,0,0,0
265,616.7848511,0,0,0,0
266,616.487915,0,0,0,0
267,616.487915,0,0,0,0
268,604.8120728,0,0,0,0
269,586.1618652,0,0,0,0
270,550.7254639,0,0,0,0
271,8.3544149,0,0,0,0
272,8.9423103,0,0,0,0
273,9.8657541,0,0,0,0
274,17.0089493,0,0,0,0
275,23.3843899,0,0,0,0
276,26.2573586,0,0,0,0
277,30.916729,0,0,0,0
278,23.5352001,0,0,0,0
279,12.6577168,0,0,0,0
280,10.1448994,0,0,0,0
281,9.9397955,0,0,0,0
282,-1.1849804,0,0,0,0
283,-0.5393267,0,0,0,0
284,3.2522726,0,0,0,0
285,2.246448,0,0,0,0
286,1.1018652,0,0,0,0
287,1.0018198,0,0,0,0
288,0.7381191,0,0,0,0
289,0.4078859,0,0,0,0
290,0.1630251,0,0,0,0
291,0.0682859,0,0,0,0
292,-0.0979214,0,0,0,0
293,3.5715611,0,0,0,0
294,2.6397309,0,0,0,0
295,6.9285641,0,0,0,0
296,3.9009719,0,0,0,0
297,1.8715532,0,0,0,0
298,0.9032624,0,0,0,0
299,7.6779156,0,0,0,0
300,7.2543225,0,0,0,0
301,6.5833726,0,0,0,0
302,6.5768838,0,0,0,0
303,464.000061,0,0,0,0
304,430.800293,0,0,0,0
305,437.6784058,0,0,0,0
306,430.800293,0,0,0,0
307,276.8511047,0,0,0,0
308,321.3963623,0,0,0,0
309,342.631958,0,0,0,0
310,298.3757019,0,0,0,0
311,7.6779156,0,0,0,0
312,8.3544149,0,0,0,0
313,355.5557251,0,0,0,0
314,340.76651,0,0,0,0
315,340.76651,0,0,0,0
316,332.7103271,0,0,0,0
317,312.8734436,0,0,0,0
318,310.0631409,0,0,0,0
319,316.4086914,0,0,0,0
320,341.5105286,0,0,0,0
321,319.5827942,0,0,0,0
322,316.4086914,0,0,0,0
323,357.1105652,0,0,0,0
324,359.8729248,0,0,0,0
325,350.7389221,0,0,0,0
326,350.4604492,0,0,0,0
327,350.4604492,0,0,0,0
328,343.2262878,0,0,0,0
329,899.8949585,0,0,0,0
330,902.5006104,0,0,0,0
331,902.5,0,0,0,0
332,901.321167,0,0,0,0
333,884.7006836,0,0,0,0
334,368.258606,0,0,0,0
335,371.3035278,0,0,0,0
336,19.7486534,0,0,0,0
337,34.1955261,0,0,0,0
338,70.6048355,0,0,0,0
339,67.8775101,0,0,0,0
340,88.8969193,0,0,0,0
341,76.2562943,0,0,0,0
342,76.2562943,0,0,0,0
343,65.5449295,0,0,0,0
344,65.9186554,0,0,0,0
345,74.1049118,0,0,0,0
346,71.3556976,0,0,0,0
347,66.0813141,0,0,0,0
348,62.4546356,0,0,0,0
349,16.8178062,0,0,0,0
350,16.0661526,0,0,0,0
351,35.3249817,0,0,0,0
352,34.0824432,0,0,0,0
353,32.362999,0,0,0,0
354,31.4766293,0,0,0,0
355,5.866004,0,0,0,0
356,5.7098117,0,0,0,0
357,5.31668,0,0,0,0
358,5.148088,0,0,0,0
359,11.976078,0,0,0,0
360,10.4389477,0,0,0,0
361,9.4753103,0,0,0,0
362,259.4519958,0,0,0,0
363,260.7144165,0,0,0,0
364,385.5836182,0,0,0,0
365,370.9069824,0,0,0,0
366,370.9069824,0,0,0,0
367,349.7709045,0,0,0,0
368,349.7709045,0,0,0,0
369,332.2700195,0,0,0,0
370,296.0439758,0,0,0,0
371,322.2929382,0,0,0,0
372,775.5598755,0,0,0,0
373,744.6720581,0,0,0,0
374,591.0164795,0,0,0,0
375,586.6528931,0,0,0,0
376,586.6528931,0,0,0,0
377,565.0280151,0,0,0,0
378,692.274231,0,0,0,0
379,678.0291748,0,0,0,0
380,700.5719604,0,0,0,0
381,651.7515869,0,0,0,0
382,630.2443848,0,0,0,0
383,688.1278076,0,0,0,0
384,678.8499756,0,0,0,0
385,624.3156128,0,0,0,0
386,591.0164795,0,0,0,0
387,768.034668,0,0,0,0
388,762.3654175,0,0,0,0
389,752.5921631,0,0,0,0
390,733.8273315,0,0,0,0
391,733.8273315,0,0,0,0
392,711.8105469,0,0,0,0
393,768.034668,0,0,0,0
394,781.677124,0,0,0,0
395,781.677124,0,0,0,0
396,784.0587158,0,0,0,0
397,788.5565796,0,0,0,0
398,784.0587158,0,0,0,0
399,601.6948242,0,0,0,0
400,577.6605835,0,0,0,0
401,439.7998352,0,0,0,0
402,443.8267212,0,0,0,0
403,443.8267212,0,0,0,0
404,433.1147461,0,0,0,0
405,870.1317139,0,0,0,0
406,882.4165039,0,0,0,0
407,912.0188599,0,0,0,0
408,917.0671997,0,0,0,0
409,923.1408081,0,0,0,0
410,919.2276611,0,0,0,0
411,888.7700806,0,0,0,0
412,832.038269,0,0,0,0
413,829.2279053,0,0,0,0
414,832.038269,0,0,0,0
415,747.9537354,0,0,0,0
416,744.6813965,0,0,0,0
417,758.9835815,0,0,0,0
418,752.5921631,0,0,0,0
419,798.4887085,0,0,0,0
420,753.3626709,0,0,0,0
421,854.4760132,0,0,0,0
422,819.529541,0,0,0,0
423,886.0250244,0,0,0,0
424,871.2958984,0,0,0,0
425,878.1148071,0,0,0,0
426,874.2542114,0,0,0,0
427,854.4760132,0,0,0,0
428,733.8273315,0,0,0,0
429,707.8327026,0,0,0,0
430,690.3184204,0,0,0,0
431,678.0291748,0,0,0,0
432,657.4235229,0,0,0,0
433,86.0475616,0,0,0,0
434,86.7168579,0,0,0,0
435,85.7590027,0,0,0,0
436,86.1217804,0,0,0,0
437,85.1288681,0,0,0,0
438,86.222168,0,0,0,0
439,86.0475616,0,0,0,0
440,276.1783447,0,0,0,0
441,254.1341553,0,0,0,0
442,-0.3714664,0,0,0,0
443,-0.3242278,0,0,0,0
444,-0.0619981,0,0,0,0
445,-2.7139797,0,0,0,0
446,-3.8628802,0,0,0,0
447,-0.310987,0,0,0,0
448,-0.3696514,0,0,0,0
449,5.0110855,0,0,0,0
450,-0.1997249,0,0,0,0
451,-0.310987,0,0,0,0
452,22.4638863,0,0,0,0
453,19.8823566,0,0,0,0
454,15.7599087,0,0,0,0
455,15.4503565,0,0,0,0
456,14.5961847,0,0,0,0
457,16.9371738,0,0,0,0
458,15.7599087,0,0,0,0
459,15.3712368,0,0,0,0
460,15.0743914,0,0,0,0
461,140.9031219,0,0,0,0
462,138.7074738,0,0,0,0
463,214.7696228,0,0,0,0
464,194.1380615,0,0,0,0
465,29.961462,0,0,0,0
466,29.8114605,0,0,0,0
467,28.4455185,0,0,0,0
468,48.6232529,0,0,0,0
469,48.8384895,0,0,0,0
470,81.9972076,0,0,0,0
471,81.7833939,0,0,0,0
472,79.1352692,0,0,0,0
473,75.7133331,0,0,0,0
474,307.3653259,0,0,0,0
475,282.7990112,0,0,0,0
476,276.264801,0,0,0,0
477,180.6899261,0,0,0,0
478,178.8987122,0,0,0,0
479,165.0165558,0,0,0,0
480,163.8962555,0,0,0,0
481,162.5240479,0,0,0,0
482,160.8303223,0,0,0,0
483,160.5131226,0,0,0,0
484,162.8249969,0,0,0,0
485,163.5596008,0,0,0,0
486,184.5904694,0,0,0,0
487,176.842514,0,0,0,0
488,261.4641724,0,0,0,0
489,240.0088654,0,0,0,0
490,238.1217346,0,0,0,0
491,173.7020111,0,0,0,0
492,172.0036163,0,0,0,0
493,169.2966309,0,0,0,0
494,171.844223,0,0,0,0
495,174.7285919,0,0,0,0
496,178.5566711,0,0,0,0
497,183.721283,0,0,0,0
498,189.202713,0,0,0,0
499,195.0900726,0,0,0,0
500,201.8211823,0,0,0,0
501,206.7580719,0,0,0,0
502,238.1217346,0,0,0,0
503,225.630722,0,0,0,0
504,246.1431732,0,0,0,0
505,220.1118622,0,0,0,0
506,278.2554932,0,0,0,0
507,277.6876526,0,0,0,0
508,277.5348816,0,0,0,0
509,311.0397644,0,0,0,0
510,302.9248047,0,0,0,0
511,355.3456421,0,0,0,0
512,353.6921387,0,0,0,0
513,371.3035278,0,0,0,0
514,370.6489563,0,0,0,0
515,88.7248764,0,0,0,0
516,88.8949661,0,0,0,0
517,89.1578522,0,0,0,0
518,88.8192749,0,0,0,0
519,87.8477402,0,0,0,0
520,76.6334457,0,0,0,0
521,73.6022644,0,0,0,0
522,70.8509598,0,0,0,0
523,68.7683182,0,0,0,0
524,9.6345539,0,0,0,0
525,9.4926586,0,0,0,0
526,15.4320583,0,0,0,0
527,15.4171886,0,0,0,0
528,15.2649822,0,0,0,0
529,15.1529608,0,0,0,0
530,37.2151375,0,0,0,0
531,35.0333557,0,0,0,0
532,43.3696899,0,0,0,0
533,41.2105293,0,0,0,0
534,46.4801292,0,0,0,0
535,46.0963402,0,0,0,0
536,14.5324697,0,0,0,0
537,14.125659,0,0,0,0
538,277.8779297,0,0,0,0
539,277.4258118,0,0,0,0
540,-0.1442613,0,0,0,0
541,1.3735406,0,0,0,0
542,42.0405502,0,0,0,0
543,42.4942741,0,0,0,0
544,456.8343506,0,0,0,0
545,450.2244873,0,0,0,0
546,307.2362366,0,0,0,0
547,322.2929382,0,0,0,0
548,-0.7572786,0,0,0,0
549,-0.8106122,0,0,0,0
550,0.0682859,0,0,0,0
551,-0.5769827,0,0,0,0
552,-3.9671843,0,0,0,0
553,2.6397309,0,0,0,0
554,2.3453629,0,0,0,0
555,347.9439087,0,0,0,0
556,343.6382446,0,0,0,0
557,29.8941021,0,0,0,0
558,26.1444416,0,0,0,0
559,19.8730335,0,0,0,0
560,18.1219234,0,0,0,0
561,9.6435032,0,0,0,0
562,9.7869463,0,0,0,0
563,18.6818066,0,0,0,0
564,27.1544571,0,0,0,0
565,30.0326385,0,0,0,0
566,31.4766293,0,0,0,0
567,30.7865849,0,0,0,0
568,30.0326385,0,0,0,0
569,650.7858887,0,0,0,0
570,651.0258179,0,0,0,0
571,25.4033737,0,0,0,0
572,16.9371738,0,0,0,0
573,75.7133331,0,0,0,0
574,63.9797096,0,0,0,0
575,397.6332703,0,0,0,0
576,381.427002,0,0,0,0
577,311.9948425,0,0,0,0
578,263.0033264,0,0,0,0
579,247.4593201,0,0,0,0
580,242.4991608,0,0,0,0
581,228.0756836,0,0,0,0
582,188.5572662,0,0,0,0
583,184.5904694,0,0,0,0
584,353.6921387,0,0,0,0
585,354.8384094,0,0,0,0
586,355.4396973,0,0,0,0
587,384.6156616,0,0,0,0
588,369.5772095,0,0,0,0
589,354.0729065,0,0,0,0
590,334.080719,0,0,0,0
591,309.7982178,0,0,0,0
592,304.5238037,0,0,0,0
593,89.2656784,0,0,0,0
594,73.4105682,0,0,0,0
595,211.3801727,0,0,0,0
596,213.0677643,0,0,0,0
597,14.125659,0,0,0,0
598,19.7486534,0,0,0,0
599,56.6944885,0,0,0,0
600,59.4304085,0,0,0,0
601,61.1761589,0,0,0,0
602,23.7715874,0,0,0,0
603,23.6013775,0,0,0,0
604,23.1597729,0,0,0,0
605,23.3656807,0,0,0,0
606,221.0735321,0,0,0,0
607,211.4156494,0,0,0,0
608,120.2669983,0,0,0,0
609,114.218689,0,0,0,0
610,364.1392212,0,0,0,0
611,347.6193237,0,0,0,0
612,375.900238,0,0,0,0
613,371.3153687,0,0,0,0
614,42.6727295,0,0,0,0
615,41.4032593,0,0,0,0
616,39.8149872,0,0,0,0
617,9.6617146,0,0,0,0
618,9.6090298,0,0,0,0
619,9.5004559,0,0,0,0
620,9.4252605,0,0,0,0
621,9.4252605,0,0,0,0
622,9.3730545,0,0,0,0
623,923.1408081,0,0,0,0
624,913.8485718,0,0,0,0
625,315.6191406,0,0,0,0
626,290.9135742,0,0,0,0
627,9.542613,0,0,0,0
628,5.0110855,0,0,0,0
629,140.3314209,0,0,0,0
630,127.4446487,0,0,0,0
631,106.4953003,0,0,0,0
632,122.1164398,0,0,0,0
633,115.2171021,0,0,0,0
634,5.6096578,0,0,0,0
635,5.5320029,0,0,0,0
636,56.6944885,0,0,0,0
637,52.5030556,0,0,0,0
638,45.7196732,0,0,0,0
639,43.9457817,0,0,0,0
640,43.3696899,0,0,0,0
641,15.0743914,0,0,0,0
642,14.5324697,0,0,0,0
643,79.8307571,0,0,0,0
644,81.2008057,0,0,0,0
645,203.4508514,0,0,0,0
646,181.8950348,0,0,0,0
647,233.5697174,0,0,0,0
648,219.753006,0,0,0,0
649,93.0160065,0,0,0,0
650,86.4444733,0,0,0,0
651,122.1086807,0,0,0,0
652,129.4097443,0,0,0,0
653,98.7832565,0,0,0,0
654,93.2429886,0,0,0,0
655,36.4567947,0,0,0,0
656,30.9946613,0,0,0,0
657,25.9568558,0,0,0,0
658,22.4638863,0,0,0,0
659,95.7037659,0,0,0,0
660,103.5087509,0,0,0,0
661,117.1788483,0,0,0,0
662,120.1064987,0,0,0,0
663,25.8234005,0,0,0,0
664,25.716383,0,0,0,0
665,16.0687618,0,0,0,0
666,9.1922026,0,0,0,0
667,295.9533386,0,0,0,0
668,286.8981018,0,0,0,0
669,592.0077515,0,0,0,0
670,565.4334106,0,0,0,0
671,0.1549505,0,0,0,0
672,-0.440137,0,0,0,0
673,0.1949279,0,0,0,0
674,0.1630251,0,0,0,0
675,276.3465881,0,0,0,0
676,276.8511047,0,0,0,0
677,861.039856,0,0,0,0
678,861.4228516,0,0,0,0
679,19.7486534,0,0,0,0
680,20.0984783,0,0,0,0
681,65.0773544,0,0,0,0
682,65.3079376,0,0,0,0
683,65.5449295,0,0,0,0
684,62.4546356,0,0,0,0
685,63.5036163,0,0,0,0
686,74.9119339,0,0,0,0
687,75.5082092,0,0,0,0
688,19.8823566,0,0,0,0
689,16.9516277,0,0,0,0
690,90.3660202,0,0,0,0
691,90.1383591,0,0,0,0
692,87.8521957,0,0,0,0
693,85.9276962,0,0,0,0
694,83.8259659,0,0,0,0
695,81.9972076,0,0,0,0
696,0.7173496,0,0,0,0
697,0.8581508,0,0,0,0
698,230.3547974,0,0,0,0
699,222.765686,0,0,0,0
700,192.8967285,0,0,0,0
701,211.4156494,0,0,0,0
702,744.6813965,0,0,0,0
703,791.3601685,0,0,0,0
704,133.7430725,0,0,0,0
705,138.331192,0,0,0,0
706,5.7078562,0,0,0,0
707,5.6096578,0,0,0,0
708,273.5997009,0,0,0,0
709,266.990448,0,0,0,0
710,191.8412781,0,0,0,0
711,181.593338,0,0,0,0
712,604.8120728,0,0,0,0
713,586.1618652,0,0,0,0
714,-0.440137,0,0,0,0
715,0.0881141,0,0,0,0
716,0.0682859,0,0,0,0
717,324.0354004,0,0,0,0
718,322.6590576,0,0,0,0
719,8.8151979,0,0,0,0
720,8.8783302,0,0,0,0
721,8.9954424,0,0,0,0
722,9.0609407,0,0,0,0
723,290.9135742,0,0,0,0
724,277.9900513,0,0,0,0
725,771.977417,0,0,0,0
726,758.9835815,0,0,0,0
727,378.2523499,0,0,0,0
728,371.3035278,0,0,0,0
729,70.3286743,0,0,0,0
730,51.0022049,0,0,0,0
731,23.3656807,0,0,0,0
732,23.3556595,0,0,0,0
733,119.7297287,0,0,0,0
734,126.9279022,0,0,0,0
735,139.6484222,0,0,0,0
736,147.8551025,0,0,0,0
737,90.6821594,0,0,0,0
738,89.2656784,0,0,0,0
739,51.8032303,0,0,0,0
740,52.3626785,0,0,0,0
741,85.9705734,0,0,0,0
742,80.404129,0,0,0,0
743,84.1361008,0,0,0,0
744,147.5464783,0,0,0,0
745,4.3675795,0,0,0,0
746,4.9141059,0,0,0,0
747,1.0825514,0,0,0,0
748,8.7544622,0,0,0,0
749,8.5596905,0,0,0,0
750,8.3700914,0,0,0,0
751,8.3102713,0,0,0,0
752,-1.1849804,0,0,0,0
753,-1.0208972,0,0,0,0
754,-0.8106122,0,0,0,0
755,577.6605835,0,0,0,0
756,559.463562,0,0,0,0
757,254.7085724,0,0,0,0
758,254.171936,0,0,0,0
759,253.7335205,0,0,0,0
760,251.7785645,0,0,0,0
761,248.6641541,0,0,0,0
762,245.2467499,0,0,0,0
763,239.8931732,0,0,0,0
764,234.5894928,0,0,0,0
765,229.2528534,0,0,0,0
766,222.7493286,0,0,0,0
767,215.313446,0,0,0,0
768,210.3183441,0,0,0,0
769,206.9002991,0,0,0,0
770,202.2762909,0,0,0,0
771,198.1109924,0,0,0,0
772,191.7610474,0,0,0,0
773,185.3570862,0,0,0,0
774,179.8707275,0,0,0,0
775,174.815155,0,0,0,0
776,171.8046875,0,0,0,0
777,163.9408875,0,0,0,0
778,122.4904709,0,0,0,0
779,46.5181198,0,0,0,0
780,44.5064125,0,0,0,0
781,42.2491951,0,0,0,0
782,40.0245285,0,0,0,0
783,38.5354805,0,0,0,0
784,38.5548363,0,0,0,0
785,37.9884682,0,0,0,0
786,37.4990387,0,0,0,0
787,181.3070068,0,0,0,0
788,181.8950348,0,0,0,0
789,134.147522,0,0,0,0
790,122.4254074,0,0,0,0
791,124.8381119,0,0,0,0
792,122.4254074,0,0,0,0
793,254.1341553,0,0,0,0
794,233.5697174,0,0,0,0
795,109.8627701,0,0,0,0
796,116.3659973,0,0,0,0
797,91.1517792,0,0,0,0
798,123.7048035,0,0,0,0
799,228.0756836,0,0,0,0
800,221.0735321,0,0,0,0
801,93.2429886,0,0,0,0
802,94.5943375,0,0,0,0
803,163.5501862,0,0,0,0
804,159.124939,0,0,0,0
805,118.1877823,0,0,0,0
806,122.4666595,0,0,0,0
807,77.8554382,0,0,0,0
808,71.5557938,0,0,0,0
809,151.661972,0,0,0,0
810,145.0700073,0,0,0,0
811,132.4132233,0,0,0,0
812,142.2401581,0,0,0,0
813,139.4649506,0,0,0,0
814,137.3049011,0,0,0,0
815,134.8375549,0,0,0,0
816,135.6287231,0,0,0,0
817,657.6936646,0,0,0,0
818,653.1390381,0,0,0,0
819,515.1589355,0,0,0,0
820,493.3461304,0,0,0,0
821,296.0439758,0,0,0,0
822,290.9135742,0,0,0,0
823,281.1215515,0,0,0,0
824,289.3863831,0,0,0,0
825,347.6193237,0,0,0,0
826,341.5105286,0,0,0,0
827,9.7096319,0,0,0,0
828,9.6667099,0,0,0,0
829,9.6617146,0,0,0,0
830,65.0773544,0,0,0,0
831,50.9042244,0,0,0,0
832,43.0102577,0,0,0,0
833,42.2230759,0,0,0,0
834,393.8710022,0,0,0,0
835,398.1067505,0,0,0,0
836,784.0587158,0,0,0,0
837,763.3310547,0,0,0,0
838,798.4887085,0,0,0,0
839,803.6734619,0,0,0,0
840,86.0475616,0,0,0,0
841,85.1452103,0,0,0,0
842,296.7024536,0,0,0,0
843,287.0549316,0,0,0,0
844,166.6960297,0,0,0,0
845,166.4595337,0,0,0,0
846,165.206665,0,0,0,0
847,165.0165558,0,0,0,0
848,332.6550598,0,0,0,0
849,320.6395264,0,0,0,0
850,296.4113159,0,0,0,0
851,285.7871094,0,0,0,0
852,79.9840851,0,0,0,0
853,76.5384521,0,0,0,0
854,15.4320583,0,0,0,0
855,15.3279667,0,0,0,0
856,15.1790648,0,0,0,0
857,15.1529608,0,0,0,0
858,51.0022049,0,0,0,0
859,54.8236427,0,0,0,0
860,684.8127441,0,0,0,0
861,678.8563232,0,0,0,0
862,559.463562,0,0,0,0
863,548.826355,0,0,0,0
864,122.235611,0,0,0,0
865,110.4179916,0,0,0,0
866,272.190979,0,0,0,0
867,264.6846008,0,0,0,0
868,296.9622803,0,0,0,0
869,305.2278137,0,0,0,0
870,68.726799,0,0,0,0
871,65.2907639,0,0,0,0
872,221.8617859,0,0,0,0
873,190.0023346,0,0,0,0
874,53.8235741,0,0,0,0
