"Subcatchment","X_Coord","Y_Coord"
1,629069.0398,2357207.6624
1,629064.0398,2357207.6624
1,629059.0398,2357207.6624
1,629054.0398,2357207.6624
1,629049.0398,2357212.6624
1,629044.0398,2357217.6624
1,629039.0398,2357217.6624
1,629034.0398,2357217.6624
1,629029.0398,2357217.6624
1,629024.0398,2357217.6624
1,629019.0398,2357222.6624
1,629014.0398,2357227.6624
1,629009.0398,2357227.6624
1,629004.0398,2357227.6624
1,628999.0398,2357227.6624
1,628994.0398,2357227.6624
1,628989.0398,2357227.6624
1,628984.0398,2357227.6624
1,628979.0398,2357227.6624
1,628974.0398,2357227.6624
1,628969.0398,2357227.6624
1,628964.0398,2357227.6624
1,628959.0398,2357227.6624
1,628954.0398,2357227.6624
1,628949.0398,2357232.6624
1,628944.0398,2357237.6624
1,628939.0398,2357242.6624
1,628934.0398,2357247.6624
1,628929.0398,2357247.6624
1,628924.0398,2357247.6624
1,628919.0398,2357247.6624
1,628914.0398,2357247.6624
1,628909.0398,2357247.6624
1,628904.0398,2357247.6624
1,628899.0398,2357252.6624
1,628894.0398,2357257.6624
1,628889.0398,2357262.6624
1,628884.0398,2357267.6624
1,628879.0398,2357272.6624
1,628874.0398,2357277.6624
1,628869.0398,2357282.6624
1,628864.0398,2357287.6624
1,628859.0398,2357292.6624
1,628854.0398,2357297.6624
1,628849.0398,2357297.6624
1,628844.0398,2357297.6624
1,628839.0398,2357302.6624
1,628834.0398,2357307.6624
1,628829.0398,2357307.6624
1,628824.0398,2357307.6624
1,628819.0398,2357312.6624
1,628814.0398,2357317.6624
1,628809.0398,2357322.6624
1,628804.0398,2357327.6624
1,628799.0398,2357332.6624
1,628794.0398,2357337.6624
1,628789.0398,2357337.6624
1,628784.0398,2357337.6624
1,628779.0398,2357342.6624
1,628774.0398,2357347.6624
1,628769.0398,2357352.6624
1,628764.0398,2357357.6624
1,628759.0398,2357362.6624
1,628754.0398,2357367.6624
1,628749.0398,2357372.6624
1,628744.0398,2357377.6624
1,628739.0398,2357382.6624
1,628734.0398,2357387.6624
1,628729.0398,2357392.6624
1,628729.0398,2357397.6624
1,628729.0398,2357402.6624
1,628724.0398,2357407.6624
1,628719.0398,2357412.6624
1,628714.0398,2357417.6624
1,628709.0398,2357417.6624
1,628704.0398,2357417.6624
1,628699.0398,2357417.6624
1,628694.0398,2357417.6624
1,628689.0398,2357417.6624
1,628684.0398,2357417.6624
1,628679.0398,2357422.6624
1,628674.0398,2357427.6624
1,628669.0398,2357427.6624
1,628669.0398,2357432.6624
1,628669.0398,2357437.6624
1,628669.0398,2357442.6624
1,628669.0398,2357447.6624
1,628669.0398,2357452.6624
1,628669.0398,2357457.6624
1,628669.0398,2357462.6624
1,628669.0398,2357467.6624
1,628669.0398,2357472.6624
1,628669.0398,2357477.6624
1,628669.0398,2357482.6624
1,628669.0398,2357487.6624
1,628669.0398,2357492.6624
1,628669.0398,2357497.6624
1,628669.0398,2357502.6624
1,628669.0398,2357507.6624
1,628669.0398,2357512.6624
1,628669.0398,2357517.6624
1,628669.0398,2357522.6624
1,628669.0398,2357527.6624
1,628669.0398,2357532.6624
1,628669.0398,2357537.6624
1,628669.0398,2357542.6624
1,628669.0398,2357547.6624
1,628669.0398,2357552.6624
1,628669.0398,2357557.6624
1,628669.0398,2357562.6624
1,628664.0398,2357567.6624
1,628659.0398,2357572.6624
1,628659.0398,2357577.6624
1,628659.0398,2357582.6624
1,628659.0398,2357587.6624
1,628659.0398,2357592.6624
1,628654.0398,2357597.6624
1,628649.0398,2357602.6624
1,628649.0398,2357607.6624
1,628649.0398,2357612.6624
1,628644.0398,2357617.6624
1,628639.0398,2357622.6624
1,628639.0398,2357627.6624
1,628639.0398,2357632.6624
1,628639.0398,2357637.6624
1,628639.0398,2357642.6624
1,628644.0398,2357647.6624
1,628649.0398,2357652.6624
1,628654.0398,2357657.6624
1,628659.0398,2357662.6624
1,628659.0398,2357667.6624
1,628659.0398,2357672.6624
1,628659.0398,2357677.6624
1,628659.0398,2357682.6624
1,628659.0398,2357687.6624
1,628659.0398,2357692.6624
1,628664.0398,2357697.6624
1,628669.0398,2357702.6624
1,628669.0398,2357707.6624
1,628669.0398,2357712.6624
1,628669.0398,2357717.6624
1,628669.0398,2357722.6624
1,628669.0398,2357727.6624
1,628669.0398,2357732.6624
1,628669.0398,2357737.6624
1,628669.0398,2357742.6624
1,628669.0398,2357747.6624
1,628669.0398,2357752.6624
1,628669.0398,2357757.6624
1,628669.0398,2357762.6624
1,628674.0398,2357767.6624
1,628679.0398,2357772.6624
1,628679.0398,2357777.6624
1,628679.0398,2357782.6624
1,628679.0398,2357787.6624
1,628679.0398,2357792.6624
1,628684.0398,2357797.6624
1,628689.0398,2357802.6624
1,628689.0398,2357807.6624
1,628689.0398,2357812.6624
1,628689.0398,2357817.6624
1,628689.0398,2357822.6624
1,628689.0398,2357827.6624
1,628689.0398,2357832.6624
1,628689.0398,2357837.6624
1,628689.0398,2357842.6624
1,628689.0398,2357847.6624
1,628689.0398,2357852.6624
1,628689.0398,2357857.6624
1,628689.0398,2357862.6624
1,628694.0398,2357867.6624
1,628699.0398,2357872.6624
1,628699.0398,2357877.6624
1,628699.0398,2357882.6624
1,628704.0398,2357887.6624
1,628709.0398,2357892.6624
1,628709.0398,2357897.6624
1,628709.0398,2357902.6624
1,628714.0398,2357907.6624
1,628719.0398,2357912.6624
1,628724.0398,2357917.6624
1,628729.0398,2357922.6624
1,628729.0398,2357927.6624
1,628729.0398,2357932.6624
1,628734.0398,2357937.6624
1,628739.0398,2357942.6624
1,628739.0398,2357947.6624
1,628739.0398,2357952.6624
1,628739.0398,2357957.6624
1,628739.0398,2357962.6624
1,628739.0398,2357967.6624
1,628739.0398,2357972.6624
1,628744.0398,2357977.6624
1,628749.0398,2357982.6624
1,628749.0398,2357987.6624
1,628749.0398,2357992.6624
1,628749.0398,2357997.6624
1,628749.0398,2358002.6624
1,628749.0398,2358007.6624
1,628749.0398,2358012.6624
1,628754.0398,2358017.6624
1,628759.0398,2358022.6624
1,628764.0398,2358027.6624
1,628769.0398,2358032.6624
1,628769.0398,2358037.6624
1,628769.0398,2358042.6624
1,628774.0398,2358047.6624
1,628779.0398,2358052.6624
1,628779.0398,2358057.6624
1,628779.0398,2358062.6624
1,628779.0398,2358067.6624
1,628779.0398,2358072.6624
1,628784.0398,2358077.6624
1,628789.0398,2358082.6624
1,628789.0398,2358087.6624
1,628789.0398,2358092.6624
1,628794.0398,2358097.6624
1,628799.0398,2358102.6624
1,628799.0398,2358107.6624
1,628799.0398,2358112.6624
1,628804.0398,2358117.6624
1,628809.0398,2358122.6624
1,628809.0398,2358127.6624
1,628809.0398,2358132.6624
1,628809.0398,2358137.6624
1,628809.0398,2358142.6624
1,628814.0398,2358147.6624
1,628819.0398,2358152.6624
1,628819.0398,2358157.6624
1,628819.0398,2358162.6624
1,628824.0398,2358167.6624
1,628829.0398,2358172.6624
1,628829.0398,2358177.6624
1,628829.0398,2358182.6624
1,628834.0398,2358187.6624
1,628839.0398,2358192.6624
1,628844.0398,2358197.6624
1,628849.0398,2358202.6624
1,628854.0398,2358207.6624
1,628859.0398,2358212.6624
1,628864.0398,2358217.6624
1,628869.0398,2358222.6624
1,628869.0398,2358227.6624
1,628869.0398,2358232.6624
1,628874.0398,2358237.6624
1,628879.0398,2358242.6624
1,628884.0398,2358247.6624
1,628889.0398,2358252.6624
1,628894.0398,2358257.6624
1,628899.0398,2358262.6624
1,628899.0398,2358267.6624
1,628899.0398,2358272.6624
1,628904.0398,2358277.6624
1,628909.0398,2358282.6624
1,628914.0398,2358287.6624
1,628919.0398,2358292.6624
1,628919.0398,2358297.6624
1,628919.0398,2358302.6624
1,628924.0398,2358307.6624
1,628929.0398,2358312.6624
1,628934.0398,2358317.6624
1,628939.0398,2358322.6624
1,628939.0398,2358327.6624
1,628939.0398,2358332.6624
1,628939.0398,2358337.6624
1,628939.0398,2358342.6624
1,628944.0398,2358347.6624
1,628949.0398,2358352.6624
1,628949.0398,2358357.6624
1,628949.0398,2358362.6624
1,628949.0398,2358367.6624
1,628949.0398,2358372.6624
1,628954.0398,2358377.6624
1,628959.0398,2358382.6624
1,628959.0398,2358387.6624
1,628959.0398,2358392.6624
1,628964.0398,2358397.6624
1,628969.0398,2358402.6624
1,628969.0398,2358407.6624
1,628969.0398,2358412.6624
1,628974.0398,2358417.6624
1,628979.0398,2358422.6624
1,628979.0398,2358427.6624
1,628979.0398,2358432.6624
1,628984.0398,2358437.6624
1,628989.0398,2358442.6624
1,628994.0398,2358447.6624
1,628999.0398,2358447.6624
1,629004.0398,2358447.6624
1,629009.0398,2358452.6624
1,629014.0398,2358457.6624
1,629019.0398,2358462.6624
1,629024.0398,2358467.6624
1,629029.0398,2358472.6624
1,629034.0398,2358477.6624
1,629039.0398,2358482.6624
1,629044.0398,2358487.6624
1,629049.0398,2358487.6624
1,629054.0398,2358487.6624
1,629059.0398,2358492.6624
1,629064.0398,2358497.6624
1,629069.0398,2358502.6624
1,629074.0398,2358507.6624
1,629079.0398,2358512.6624
1,629084.0398,2358517.6624
1,629089.0398,2358522.6624
1,629089.0398,2358527.6624
1,629089.0398,2358532.6624
1,629089.0398,2358537.6624
1,629089.0398,2358542.6624
1,629089.0398,2358547.6624
1,629089.0398,2358552.6624
1,629089.0398,2358557.6624
1,629089.0398,2358562.6624
1,629094.0398,2358567.6624
1,629099.0398,2358572.6624
1,629099.0398,2358577.6624
1,629099.0398,2358582.6624
1,629099.0398,2358587.6624
1,629099.0398,2358592.6624
1,629099.0398,2358597.6624
1,629099.0398,2358602.6624
1,629104.0398,2358607.6624
1,629109.0398,2358612.6624
1,629109.0398,2358617.6624
1,629109.0398,2358622.6624
1,629114.0398,2358627.6624
1,629119.0398,2358632.6624
1,629124.0398,2358637.6624
1,629129.0398,2358642.6624
1,629134.0398,2358647.6624
1,629139.0398,2358652.6624
1,629144.0398,2358657.6624
1,629149.0398,2358662.6624
1,629149.0398,2358667.6624
1,629149.0398,2358672.6624
1,629154.0398,2358677.6624
1,629159.0398,2358682.6624
1,629164.0398,2358687.6624
1,629169.0398,2358692.6624
1,629169.0398,2358697.6624
1,629169.0398,2358702.6624
1,629169.0398,2358707.6624
1,629169.0398,2358712.6624
1,629169.0398,2358717.6624
1,629169.0398,2358722.6624
1,629174.0398,2358727.6624
1,629179.0398,2358732.6624
1,629179.0398,2358737.6624
1,629179.0398,2358742.6624
1,629179.0398,2358747.6624
1,629179.0398,2358752.6624
1,629184.0398,2358757.6624
1,629189.0398,2358762.6624
1,629194.0398,2358767.6624
1,629199.0398,2358772.6624
1,629199.0398,2358777.6624
1,629199.0398,2358782.6624
1,629204.0398,2358787.6624
1,629209.0398,2358792.6624
1,629209.0398,2358797.6624
1,629209.0398,2358802.6624
1,629214.0398,2358807.6624
1,629219.0398,2358812.6624
1,629219.0398,2358817.6624
1,629219.0398,2358822.6624
1,629219.0398,2358827.6624
1,629219.0398,2358832.6624
1,629224.0398,2358837.6624
1,629229.0398,2358842.6624
1,629234.0398,2358847.6624
1,629239.0398,2358852.6624
1,629244.0398,2358857.6624
1,629249.0398,2358862.6624
1,629254.0398,2358867.6624
1,629259.0398,2358867.6624
1,629264.0398,2358867.6624
1,629269.0398,2358872.6624
1,629274.0398,2358877.6624
1,629279.0398,2358882.6624
1,629284.0398,2358887.6624
1,629289.0398,2358892.6624
1,629294.0398,2358897.6624
1,629299.0398,2358902.6624
1,629304.0398,2358907.6624
1,629309.0398,2358912.6624
1,629314.0398,2358917.6624
1,629319.0398,2358917.6624
1,629324.0398,2358917.6624
1,629329.0398,2358922.6624
2,629834.0398,2358737.6624
2,629839.0398,2358737.6624
2,629844.0398,2358737.6624
2,629849.0398,2358732.6624
2,629854.0398,2358727.6624
2,629859.0398,2358722.6624
2,629864.0398,2358717.6624
2,629869.0398,2358712.6624
2,629874.0398,2358707.6624
2,629879.0398,2358707.6624
2,629884.0398,2358707.6624
2,629889.0398,2358707.6624
2,629894.0398,2358707.6624
2,629899.0398,2358707.6624
2,629904.0398,2358707.6624
2,629909.0398,2358707.6624
2,629914.0398,2358707.6624
2,629919.0398,2358707.6624
2,629924.0398,2358707.6624
2,629929.0398,2358707.6624
2,629934.0398,2358707.6624
2,629939.0398,2358707.6624
2,629944.0398,2358707.6624
2,629949.0398,2358702.6624
2,629954.0398,2358697.6624
2,629959.0398,2358697.6624
2,629964.0398,2358697.6624
2,629969.0398,2358697.6624
2,629974.0398,2358697.6624
2,629979.0398,2358697.6624
2,629984.0398,2358697.6624
2,629989.0398,2358692.6624
2,629994.0398,2358687.6624
2,629999.0398,2358687.6624
2,630004.0398,2358687.6624
2,630009.0398,2358687.6624
2,630014.0398,2358687.6624
2,630019.0398,2358687.6624
2,630024.0398,2358687.6624
2,630029.0398,2358682.6624
2,630034.0398,2358677.6624
2,630039.0398,2358677.6624
2,630044.0398,2358677.6624
2,630049.0398,2358672.6624
2,630054.0398,2358667.6624
2,630059.0398,2358667.6624
2,630064.0398,2358667.6624
2,630069.0398,2358662.6624
2,630074.0398,2358657.6624
2,630079.0398,2358657.6624
2,630084.0398,2358657.6624
2,630089.0398,2358657.6624
2,630094.0398,2358657.6624
2,630099.0398,2358657.6624
2,630104.0398,2358657.6624
2,630109.0398,2358652.6624
2,630114.0398,2358647.6624
2,630119.0398,2358647.6624
2,630124.0398,2358647.6624
2,630129.0398,2358647.6624
2,630134.0398,2358647.6624
2,630139.0398,2358642.6624
2,630144.0398,2358637.6624
2,630149.0398,2358637.6624
2,630154.0398,2358637.6624
2,630159.0398,2358637.6624
2,630164.0398,2358637.6624
2,630169.0398,2358637.6624
2,630174.0398,2358637.6624
2,630179.0398,2358637.6624
2,630184.0398,2358637.6624
2,630189.0398,2358632.6624
2,630194.0398,2358627.6624
2,630199.0398,2358627.6624
2,630204.0398,2358627.6624
2,630209.0398,2358627.6624
2,630214.0398,2358627.6624
2,630219.0398,2358622.6624
2,630224.0398,2358617.6624
2,630229.0398,2358612.6624
2,630234.0398,2358607.6624
2,630239.0398,2358602.6624
2,630239.0398,2358597.6624
2,630239.0398,2358592.6624
2,630239.0398,2358587.6624
2,630239.0398,2358582.6624
2,630244.0398,2358577.6624
2,630249.0398,2358572.6624
2,630254.0398,2358567.6624
2,630259.0398,2358562.6624
2,630264.0398,2358557.6624
2,630269.0398,2358552.6624
2,630269.0398,2358547.6624
2,630269.0398,2358542.6624
2,630269.0398,2358537.6624
