"Subcatchment","X_Coord","Y_Coord"
3,630349.0398,2357732.6624
3,630349.0398,2357727.6624
3,630349.0398,2357722.6624
3,630349.0398,2357717.6624
3,630349.0398,2357712.6624
3,630349.0398,2357707.6624
3,630349.0398,2357702.6624
3,630349.0398,2357697.6624
3,630349.0398,2357692.6624
3,630349.0398,2357687.6624
3,630349.0398,2357682.6624
3,630354.0398,2357677.6624
3,630359.0398,2357672.6624
3,630364.0398,2357667.6624
3,630369.0398,2357662.6624
3,630374.0398,2357657.6624
3,630379.0398,2357652.6624
3,630384.0398,2357647.6624
3,630389.0398,2357642.6624
3,630389.0398,2357637.6624
3,630389.0398,2357632.6624
3,630389.0398,2357627.6624
3,630389.0398,2357622.6624
3,630389.0398,2357617.6624
3,630389.0398,2357612.6624
3,630384.0398,2357607.6624
3,630379.0398,2357602.6624
3,630374.0398,2357597.6624
3,630369.0398,2357592.6624
3,630369.0398,2357587.6624
3,630369.0398,2357582.6624
3,630369.0398,2357577.6624
3,630369.0398,2357572.6624
3,630364.0398,2357567.6624
3,630359.0398,2357562.6624
3,630359.0398,2357557.6624
3,630359.0398,2357552.6624
3,630359.0398,2357547.6624
3,630359.0398,2357542.6624
3,630354.0398,2357537.6624
3,630349.0398,2357532.6624
3,630349.0398,2357527.6624
3,630349.0398,2357522.6624
3,630344.0398,2357517.6624
3,630339.0398,2357512.6624
3,630339.0398,2357507.6624
3,630339.0398,2357502.6624
3,630339.0398,2357497.6624
3,630339.0398,2357492.6624
3,630334.0398,2357487.6624
3,630329.0398,2357482.6624
3,630329.0398,2357477.6624
3,630329.0398,2357472.6624
3,630329.0398,2357467.6624
3,630329.0398,2357462.6624
3,630324.0398,2357457.6624
3,630319.0398,2357452.6624
3,630319.0398,2357447.6624
3,630319.0398,2357442.6624
3,630319.0398,2357437.6624
3,630319.0398,2357432.6624
3,630314.0398,2357427.6624
3,630309.0398,2357422.6624
3,630309.0398,2357417.6624
3,630309.0398,2357412.6624
3,630309.0398,2357407.6624
3,630309.0398,2357402.6624
3,630309.0398,2357397.6624
3,630309.0398,2357392.6624
3,630304.0398,2357387.6624
3,630299.0398,2357382.6624
3,630299.0398,2357377.6624
3,630299.0398,2357372.6624
3,630299.0398,2357367.6624
3,630299.0398,2357362.6624
3,630294.0398,2357357.6624
3,630289.0398,2357352.6624
3,630289.0398,2357347.6624
3,630289.0398,2357342.6624
3,630289.0398,2357337.6624
3,630289.0398,2357332.6624
3,630289.0398,2357327.6624
3,630289.0398,2357322.6624
3,630284.0398,2357317.6624
3,630279.0398,2357312.6624
3,630279.0398,2357307.6624
3,630279.0398,2357302.6624
3,630279.0398,2357297.6624
3,630279.0398,2357292.6624
3,630274.0398,2357287.6624
3,630269.0398,2357282.6624
3,630269.0398,2357277.6624
3,630269.0398,2357272.6624
3,630264.0398,2357267.6624
3,630259.0398,2357262.6624
3,630259.0398,2357257.6624
3,630259.0398,2357252.6624
3,630259.0398,2357247.6624
3,630259.0398,2357242.6624
3,630259.0398,2357237.6624
3,630259.0398,2357232.6624
3,630259.0398,2357227.6624
3,630259.0398,2357222.6624
3,630254.0398,2357217.6624
3,630249.0398,2357212.6624
3,630244.0398,2357207.6624
3,630239.0398,2357202.6624
3,630239.0398,2357197.6624
3,630239.0398,2357192.6624
3,630234.0398,2357187.6624
3,630229.0398,2357182.6624
3,630229.0398,2357177.6624
3,630229.0398,2357172.6624
3,630229.0398,2357167.6624
3,630229.0398,2357162.6624
3,630224.0398,2357157.6624
3,630219.0398,2357152.6624
3,630219.0398,2357147.6624
3,630219.0398,2357142.6624
3,630219.0398,2357137.6624
3,630219.0398,2357132.6624
3,630219.0398,2357127.6624
3,630219.0398,2357122.6624
3,630219.0398,2357117.6624
3,630219.0398,2357112.6624
3,630214.0398,2357107.6624
3,630209.0398,2357102.6624
3,630209.0398,2357097.6624
3,630209.0398,2357092.6624
3,630209.0398,2357087.6624
3,630209.0398,2357082.6624
3,630209.0398,2357077.6624
3,630209.0398,2357072.6624
3,630209.0398,2357067.6624
3,630209.0398,2357062.6624
3,630204.0398,2357057.6624
3,630199.0398,2357052.6624
3,630199.0398,2357047.6624
3,630199.0398,2357042.6624
3,630199.0398,2357037.6624
3,630199.0398,2357032.6624
3,630199.0398,2357027.6624
3,630199.0398,2357022.6624
3,630199.0398,2357017.6624
3,630199.0398,2357012.6624
3,630199.0398,2357007.6624
3,630199.0398,2357002.6624
3,630199.0398,2356997.6624
3,630199.0398,2356992.6624
3,630199.0398,2356987.6624
3,630199.0398,2356982.6624
3,630199.0398,2356977.6624
3,630199.0398,2356972.6624
3,630194.0398,2356967.6624
3,630189.0398,2356962.6624
3,630189.0398,2356957.6624
3,630189.0398,2356952.6624
3,630189.0398,2356947.6624
3,630189.0398,2356942.6624
3,630189.0398,2356937.6624
3,630189.0398,2356932.6624
3,630189.0398,2356927.6624
3,630189.0398,2356922.6624
3,630189.0398,2356917.6624
3,630189.0398,2356912.6624
3,630189.0398,2356907.6624
3,630189.0398,2356902.6624
3,630189.0398,2356897.6624
3,630189.0398,2356892.6624
3,630189.0398,2356887.6624
3,630189.0398,2356882.6624
3,630189.0398,2356877.6624
3,630189.0398,2356872.6624
3,630189.0398,2356867.6624
3,630189.0398,2356862.6624
3,630194.0398,2356857.6624
3,630199.0398,2356852.6624
3,630199.0398,2356847.6624
3,630199.0398,2356842.6624
3,630199.0398,2356837.6624
3,630199.0398,2356832.6624
3,630194.0398,2356827.6624
3,630189.0398,2356822.6624
3,630189.0398,2356817.6624
3,630189.0398,2356812.6624
3,630189.0398,2356807.6624
3,630189.0398,2356802.6624
3,630189.0398,2356797.6624
3,630189.0398,2356792.6624
3,630189.0398,2356787.6624
3,630189.0398,2356782.6624
3,630189.0398,2356777.6624
3,630189.0398,2356772.6624
3,630189.0398,2356767.6624
3,630189.0398,2356762.6624
3,630189.0398,2356757.6624
3,630189.0398,2356752.6624
3,630189.0398,2356747.6624
3,630189.0398,2356742.6624
3,630184.0398,2356737.6624
3,630179.0398,2356732.6624
3,630179.0398,2356727.6624
3,630179.0398,2356722.6624
3,630179.0398,2356717.6624
3,630179.0398,2356712.6624
3,630179.0398,2356707.6624
3,630179.0398,2356702.6624
3,630179.0398,2356697.6624
3,630179.0398,2356692.6624
3,630179.0398,2356687.6624
3,630179.0398,2356682.6624
3,630179.0398,2356677.6624
3,630179.0398,2356672.6624
3,630179.0398,2356667.6624
3,630179.0398,2356662.6624
3,630179.0398,2356657.6624
3,630179.0398,2356652.6624
3,630179.0398,2356647.6624
3,630179.0398,2356642.6624
3,630179.0398,2356637.6624
3,630179.0398,2356632.6624
3,630179.0398,2356627.6624
3,630179.0398,2356622.6624
3,630179.0398,2356617.6624
3,630179.0398,2356612.6624
3,630174.0398,2356607.6624
3,630169.0398,2356602.6624
3,630169.0398,2356597.6624
3,630169.0398,2356592.6624
3,630169.0398,2356587.6624
3,630169.0398,2356582.6624
3,630169.0398,2356577.6624
3,630169.0398,2356572.6624
3,630169.0398,2356567.6624
3,630169.0398,2356562.6624
3,630164.0398,2356557.6624
3,630159.0398,2356552.6624
3,630159.0398,2356547.6624
3,630159.0398,2356542.6624
3,630159.0398,2356537.6624
3,630159.0398,2356532.6624
3,630154.0398,2356527.6624
3,630149.0398,2356522.6624
3,630149.0398,2356517.6624
3,630149.0398,2356512.6624
3,630149.0398,2356507.6624
3,630149.0398,2356502.6624
3,630144.0398,2356497.6624
3,630139.0398,2356492.6624
3,630139.0398,2356487.6624
3,630139.0398,2356482.6624
3,630134.0398,2356477.6624
3,630129.0398,2356472.6624
3,630129.0398,2356467.6624
3,630129.0398,2356462.6624
3,630129.0398,2356457.6624
3,630129.0398,2356452.6624
3,630129.0398,2356447.6624
3,630129.0398,2356442.6624
3,630129.0398,2356437.6624
3,630129.0398,2356432.6624
3,630129.0398,2356427.6624
3,630129.0398,2356422.6624
3,630129.0398,2356417.6624
3,630129.0398,2356412.6624
3,630129.0398,2356407.6624
3,630129.0398,2356402.6624
3,630134.0398,2356397.6624
3,630139.0398,2356392.6624
3,630139.0398,2356387.6624
3,630139.0398,2356382.6624
3,630139.0398,2356377.6624
3,630139.0398,2356372.6624
3,630144.0398,2356367.6624
3,630149.0398,2356362.6624
3,630149.0398,2356357.6624
3,630149.0398,2356352.6624
3,630154.0398,2356347.6624
3,630159.0398,2356342.6624
3,630159.0398,2356337.6624
3,630159.0398,2356332.6624
3,630159.0398,2356327.6624
3,630159.0398,2356322.6624
3,630159.0398,2356317.6624
3,630159.0398,2356312.6624
3,630159.0398,2356307.6624
3,630159.0398,2356302.6624
3,630159.0398,2356297.6624
3,630159.0398,2356292.6624
3,630159.0398,2356287.6624
3,630159.0398,2356282.6624
3,630159.0398,2356277.6624
3,630159.0398,2356272.6624
3,630159.0398,2356267.6624
3,630159.0398,2356262.6624
3,630164.0398,2356257.6624
3,630169.0398,2356252.6624
3,630164.0398,2356247.6624
3,630159.0398,2356242.6624
3,630159.0398,2356237.6624
3,630159.0398,2356232.6624
3,630159.0398,2356227.6624
3,630159.0398,2356222.6624
3,630154.0398,2356217.6624
3,630149.0398,2356212.6624
3,630149.0398,2356207.6624
3,630149.0398,2356202.6624
3,630149.0398,2356197.6624
3,630149.0398,2356192.6624
3,630149.0398,2356187.6624
3,630149.0398,2356182.6624
3,630149.0398,2356177.6624
3,630149.0398,2356172.6624
3,630144.0398,2356167.6624
3,630139.0398,2356162.6624
3,630144.0398,2356157.6624
3,630149.0398,2356152.6624
3,630149.0398,2356147.6624
3,630149.0398,2356142.6624
3,630154.0398,2356137.6624
3,630159.0398,2356132.6624
3,630159.0398,2356127.6624
3,630159.0398,2356122.6624
3,630164.0398,2356117.6624
3,630169.0398,2356112.6624
3,630169.0398,2356107.6624
3,630169.0398,2356102.6624
3,630174.0398,2356097.6624
3,630179.0398,2356092.6624
3,630179.0398,2356087.6624
3,630179.0398,2356082.6624
3,630179.0398,2356077.6624
3,630179.0398,2356072.6624
3,630179.0398,2356067.6624
3,630179.0398,2356062.6624
3,630174.0398,2356057.6624
3,630169.0398,2356052.6624
3,630164.0398,2356047.6624
3,630159.0398,2356042.6624
3,630159.0398,2356037.6624
3,630159.0398,2356032.6624
3,630154.0398,2356027.6624
3,630149.0398,2356022.6624
3,630144.0398,2356017.6624
3,630139.0398,2356012.6624
3,630134.0398,2356007.6624
3,630129.0398,2356002.6624
3,630129.0398,2355997.6624
3,630129.0398,2355992.6624
3,630124.0398,2355987.6624
3,630119.0398,2355982.6624
3,630119.0398,2355977.6624
3,630119.0398,2355972.6624
3,630114.0398,2355967.6624
3,630109.0398,2355962.6624
3,630109.0398,2355957.6624
3,630109.0398,2355952.6624
3,630109.0398,2355947.6624
3,630109.0398,2355942.6624
3,630109.0398,2355937.6624
3,630109.0398,2355932.6624
3,630109.0398,2355927.6624
3,630109.0398,2355922.6624
3,630109.0398,2355917.6624
3,630109.0398,2355912.6624
3,630109.0398,2355907.6624
3,630109.0398,2355902.6624
3,630109.0398,2355897.6624
3,630109.0398,2355892.6624
3,630109.0398,2355887.6624
3,630109.0398,2355882.6624
3,630109.0398,2355877.6624
3,630109.0398,2355872.6624
3,630109.0398,2355867.6624
3,630109.0398,2355862.6624
3,630109.0398,2355857.6624
3,630109.0398,2355852.6624
3,630109.0398,2355847.6624
3,630109.0398,2355842.6624
3,630109.0398,2355837.6624
3,630109.0398,2355832.6624
3,630104.0398,2355827.6624
3,630099.0398,2355822.6624
3,630099.0398,2355817.6624
3,630099.0398,2355812.6624
3,630099.0398,2355807.6624
3,630099.0398,2355802.6624
3,630094.0398,2355797.6624
3,630089.0398,2355792.6624
3,630089.0398,2355787.6624
3,630089.0398,2355782.6624
3,630089.0398,2355777.6624
3,630089.0398,2355772.6624
3,630089.0398,2355767.6624
3,630089.0398,2355762.6624
3,630084.0398,2355757.6624
3,630079.0398,2355752.6624
3,630074.0398,2355747.6624
3,630069.0398,2355742.6624
3,630064.0398,2355737.6624
3,630059.0398,2355732.6624
3,630059.0398,2355727.6624
3,630059.0398,2355722.6624
3,630059.0398,2355717.6624
3,630059.0398,2355712.6624
3,630059.0398,2355707.6624
3,630059.0398,2355702.6624
3,630059.0398,2355697.6624
3,630059.0398,2355692.6624
3,630059.0398,2355687.6624
3,630059.0398,2355682.6624
3,630059.0398,2355677.6624
3,630059.0398,2355672.6624
3,630059.0398,2355667.6624
3,630059.0398,2355662.6624
3,630059.0398,2355657.6624
3,630059.0398,2355652.6624
3,630059.0398,2355647.6624
3,630059.0398,2355642.6624
3,630059.0398,2355637.6624
3,630059.0398,2355632.6624
3,630059.0398,2355627.6624
3,630059.0398,2355622.6624
3,630059.0398,2355617.6624
3,630059.0398,2355612.6624
3,630059.0398,2355607.6624
3,630059.0398,2355602.6624
3,630054.0398,2355597.6624
3,630049.0398,2355592.6624
3,630049.0398,2355587.6624
3,630049.0398,2355582.6624
3,630049.0398,2355577.6624
3,630049.0398,2355572.6624
3,630044.0398,2355567.6624
3,630039.0398,2355562.6624
3,630039.0398,2355557.6624
3,630039.0398,2355552.6624
3,630039.0398,2355547.6624
3,630039.0398,2355542.6624
3,630044.0398,2355537.6624
3,630049.0398,2355532.6624
3,630054.0398,2355527.6624
3,630059.0398,2355522.6624
3,630059.0398,2355517.6624
3,630059.0398,2355512.6624
3,630059.0398,2355507.6624
3,630059.0398,2355502.6624
3,630059.0398,2355497.6624
3,630059.0398,2355492.6624
3,630059.0398,2355487.6624
3,630059.0398,2355482.6624
3,630059.0398,2355477.6624
3,630059.0398,2355472.6624
3,630059.0398,2355467.6624
3,630059.0398,2355462.6624
3,630059.0398,2355457.6624
3,630059.0398,2355452.6624
3,630054.0398,2355447.6624
3,630049.0398,2355442.6624
3,630049.0398,2355437.6624
3,630049.0398,2355432.6624
3,630049.0398,2355427.6624
3,630049.0398,2355422.6624
3,630054.0398,2355417.6624
3,630059.0398,2355412.6624
3,630059.0398,2355407.6624
3,630054.0398,2355407.6624
3,630049.0398,2355402.6624
3,630044.0398,2355397.6624
3,630039.0398,2355392.6624
3,630034.0398,2355387.6624
3,630029.0398,2355382.6624
3,630024.0398,2355377.6624
3,630019.0398,2355372.6624
3,630014.0398,2355367.6624
3,630009.0398,2355362.6624
3,630004.0398,2355357.6624
3,629999.0398,2355352.6624
3,629994.0398,2355347.6624
3,629989.0398,2355342.6624
3,629984.0398,2355337.6624
3,629979.0398,2355332.6624
3,629979.0398,2355327.6624
3,629979.0398,2355322.6624
3,629979.0398,2355317.6624
3,629979.0398,2355312.6624
3,629974.0398,2355307.6624
3,629969.0398,2355302.6624
3,629969.0398,2355297.6624
3,629969.0398,2355292.6624
3,629969.0398,2355287.6624
3,629969.0398,2355282.6624
3,629969.0398,2355277.6624
3,629969.0398,2355272.6624
3,629964.0398,2355267.6624
3,629959.0398,2355267.6624
3,629954.0398,2355267.6624
3,629949.0398,2355267.6624
3,629944.0398,2355267.6624
3,629939.0398,2355267.6624
3,629934.0398,2355267.6624
3,629929.0398,2355267.6624
3,629924.0398,2355267.6624
3,629919.0398,2355262.6624
3,629914.0398,2355257.6624
3,629909.0398,2355252.6624
3,629904.0398,2355247.6624
3,629899.0398,2355242.6624
3,629894.0398,2355237.6624
3,629889.0398,2355232.6624
3,629884.0398,2355227.6624
3,629879.0398,2355222.6624
3,629874.0398,2355217.6624
3,629869.0398,2355217.6624
3,629864.0398,2355217.6624
3,629859.0398,2355212.6624
3,629854.0398,2355207.6624
3,629849.0398,2355202.6624
3,629844.0398,2355197.6624
3,629839.0398,2355197.6624
3,629834.0398,2355197.6624
3,629829.0398,2355192.6624
3,629824.0398,2355187.6624
3,629819.0398,2355182.6624
3,629814.0398,2355177.6624
3,629809.0398,2355172.6624
3,629809.0398,2355167.6624
3,629809.0398,2355162.6624
3,629809.0398,2355157.6624
3,629809.0398,2355152.6624
3,629809.0398,2355147.6624
3,629809.0398,2355142.6624
3,629809.0398,2355137.6624
3,629809.0398,2355132.6624
3,629804.0398,2355127.6624
3,629799.0398,2355127.6624
3,629794.0398,2355127.6624
3,629789.0398,2355122.6624
3,629784.0398,2355117.6624
3,629779.0398,2355117.6624
3,629774.0398,2355117.6624
3,629769.0398,2355117.6624
3,629764.0398,2355117.6624
3,629759.0398,2355117.6624
3,629754.0398,2355117.6624
3,629749.0398,2355117.6624
3,629744.0398,2355117.6624
3,629739.0398,2355117.6624
3,629734.0398,2355117.6624
3,629729.0398,2355117.6624
3,629724.0398,2355117.6624
3,629719.0398,2355112.6624
3,629714.0398,2355107.6624
3,629709.0398,2355107.6624
3,629704.0398,2355107.6624
3,629699.0398,2355107.6624
3,629694.0398,2355107.6624
3,629689.0398,2355107.6624
3,629684.0398,2355107.6624
3,629679.0398,2355102.6624
3,629674.0398,2355097.6624
3,629669.0398,2355097.6624
3,629664.0398,2355097.6624
3,629659.0398,2355097.6624
3,629654.0398,2355097.6624
3,629649.0398,2355092.6624
3,629644.0398,2355087.6624
3,629639.0398,2355087.6624
3,629634.0398,2355087.6624
3,629629.0398,2355087.6624
3,629624.0398,2355087.6624
3,629619.0398,2355087.6624
3,629614.0398,2355087.6624
3,629609.0398,2355087.6624
3,629604.0398,2355087.6624
3,629599.0398,2355087.6624
3,629594.0398,2355087.6624
3,629589.0398,2355087.6624
3,629584.0398,2355087.6624
3,629579.0398,2355087.6624
3,629574.0398,2355087.6624
3,629569.0398,2355087.6624
3,629564.0398,2355087.6624
3,629559.0398,2355087.6624
3,629554.0398,2355087.6624
3,629549.0398,2355087.6624
3,629544.0398,2355087.6624
3,629539.0398,2355087.6624
3,629534.0398,2355087.6624
3,629529.0398,2355087.6624
3,629524.0398,2355087.6624
3,629519.0398,2355087.6624
3,629514.0398,2355087.6624
3,629509.0398,2355087.6624
3,629504.0398,2355087.6624
3,629499.0398,2355087.6624
3,629494.0398,2355087.6624
3,629489.0398,2355087.6624
3,629484.0398,2355087.6624
3,629479.0398,2355087.6624
3,629474.0398,2355087.6624
3,629469.0398,2355087.6624
3,629464.0398,2355087.6624
3,629459.0398,2355082.6624
3,629454.0398,2355077.6624
3,629449.0398,2355072.6624
3,629444.0398,2355067.6624
3,629439.0398,2355062.6624
3,629434.0398,2355057.6624
3,629429.0398,2355052.6624
3,629424.0398,2355047.6624
3,629419.0398,2355047.6624
3,629414.0398,2355047.6624
3,629409.0398,2355042.6624
3,629404.0398,2355037.6624
3,629399.0398,2355037.6624
3,629394.0398,2355037.6624
3,629389.0398,2355042.6624
3,629384.0398,2355047.6624
3,629379.0398,2355047.6624
3,629374.0398,2355047.6624
3,629369.0398,2355052.6624
3,629364.0398,2355057.6624
3,629359.0398,2355057.6624
3,629354.0398,2355057.6624
3,629349.0398,2355057.6624
3,629344.0398,2355057.6624
3,629339.0398,2355057.6624
3,629334.0398,2355057.6624
3,629329.0398,2355057.6624
3,629324.0398,2355057.6624
3,629319.0398,2355057.6624
3,629314.0398,2355057.6624
3,629309.0398,2355057.6624
3,629304.0398,2355057.6624
3,629299.0398,2355057.6624
3,629294.0398,2355057.6624
3,629289.0398,2355057.6624
3,629284.0398,2355057.6624
3,629279.0398,2355057.6624
3,629274.0398,2355057.6624
3,629269.0398,2355057.6624
3,629264.0398,2355057.6624
3,629259.0398,2355057.6624
3,629254.0398,2355057.6624
3,629249.0398,2355057.6624
3,629244.0398,2355057.6624
3,629239.0398,2355057.6624
3,629234.0398,2355057.6624
3,629229.0398,2355062.6624
3,629224.0398,2355067.6624
3,629219.0398,2355072.6624
3,629214.0398,2355077.6624
3,629209.0398,2355082.6624
3,629204.0398,2355087.6624
3,629199.0398,2355087.6624
3,629194.0398,2355087.6624
3,629189.0398,2355092.6624
3,629184.0398,2355097.6624
3,629179.0398,2355097.6624
3,629174.0398,2355097.6624
3,629169.0398,2355092.6624
3,629164.0398,2355087.6624
3,629159.0398,2355082.6624
3,629154.0398,2355077.6624
3,629149.0398,2355077.6624
3,629144.0398,2355077.6624
3,629139.0398,2355077.6624
3,629134.0398,2355077.6624
3,629129.0398,2355077.6624
3,629124.0398,2355077.6624
3,629119.0398,2355077.6624
3,629114.0398,2355077.6624
3,629109.0398,2355082.6624
3,629109.0398,2355087.6624
3,629109.0398,2355092.6624
3,629114.0398,2355097.6624
3,629119.0398,2355102.6624
3,629124.0398,2355107.6624
3,629129.0398,2355112.6624
3,629134.0398,2355117.6624
3,629139.0398,2355122.6624
3,629144.0398,2355127.6624
3,629149.0398,2355132.6624
3,629154.0398,2355137.6624
3,629159.0398,2355142.6624
3,629164.0398,2355147.6624
3,629169.0398,2355147.6624
3,629174.0398,2355147.6624
3,629179.0398,2355147.6624
3,629184.0398,2355147.6624
3,629189.0398,2355147.6624
3,629194.0398,2355147.6624
3,629199.0398,2355147.6624
3,629204.0398,2355147.6624
3,629209.0398,2355147.6624
3,629214.0398,2355147.6624
3,629219.0398,2355147.6624
3,629224.0398,2355147.6624
3,629229.0398,2355142.6624
3,629234.0398,2355137.6624
3,629239.0398,2355137.6624
3,629244.0398,2355137.6624
3,629249.0398,2355137.6624
3,629254.0398,2355137.6624
3,629259.0398,2355137.6624
3,629264.0398,2355137.6624
3,629269.0398,2355137.6624
3,629274.0398,2355137.6624
3,629279.0398,2355137.6624
3,629284.0398,2355137.6624
3,629289.0398,2355137.6624
3,629294.0398,2355137.6624
3,629299.0398,2355142.6624
3,629304.0398,2355147.6624
3,629309.0398,2355152.6624
3,629309.0398,2355157.6624
3,629309.0398,2355162.6624
3,629309.0398,2355167.6624
3,629309.0398,2355172.6624
3,629314.0398,2355177.6624
3,629319.0398,2355182.6624
3,629319.0398,2355187.6624
3,629319.0398,2355192.6624
3,629319.0398,2355197.6624
3,629319.0398,2355202.6624
3,629324.0398,2355207.6624
3,629329.0398,2355212.6624
3,629329.0398,2355217.6624
3,629329.0398,2355222.6624
3,629329.0398,2355227.6624
3,629329.0398,2355232.6624
3,629329.0398,2355237.6624
3,629329.0398,2355242.6624
3,629334.0398,2355247.6624
3,629339.0398,2355252.6624
3,629339.0398,2355257.6624
3,629339.0398,2355262.6624
3,629344.0398,2355267.6624
3,629349.0398,2355272.6624
3,629354.0398,2355277.6624
3,629359.0398,2355282.6624
3,629359.0398,2355287.6624
3,629359.0398,2355292.6624
3,629359.0398,2355297.6624
3,629359.0398,2355302.6624
3,629364.0398,2355307.6624
3,629369.0398,2355312.6624
3,629369.0398,2355317.6624
3,629369.0398,2355322.6624
3,629374.0398,2355327.6624
3,629379.0398,2355332.6624
3,629384.0398,2355337.6624
3,629389.0398,2355342.6624
3,629389.0398,2355347.6624
3,629389.0398,2355352.6624
3,629394.0398,2355357.6624
3,629399.0398,2355362.6624
3,629399.0398,2355367.6624
3,629399.0398,2355372.6624
3,629399.0398,2355377.6624
3,629399.0398,2355382.6624
3,629399.0398,2355387.6624
3,629399.0398,2355392.6624
3,629404.0398,2355397.6624
3,629409.0398,2355402.6624
3,629414.0398,2355407.6624
3,629419.0398,2355412.6624
3,629419.0398,2355417.6624
3,629419.0398,2355422.6624
3,629424.0398,2355427.6624
3,629429.0398,2355432.6624
3,629429.0398,2355437.6624
3,629429.0398,2355442.6624
3,629434.0398,2355447.6624
3,629439.0398,2355452.6624
3,629439.0398,2355457.6624
3,629439.0398,2355462.6624
3,629444.0398,2355467.6624
3,629449.0398,2355472.6624
3,629454.0398,2355477.6624
3,629459.0398,2355482.6624
3,629464.0398,2355487.6624
3,629469.0398,2355492.6624
3,629469.0398,2355497.6624
3,629469.0398,2355502.6624
3,629474.0398,2355507.6624
3,629479.0398,2355512.6624
3,629484.0398,2355517.6624
3,629489.0398,2355522.6624
3,629494.0398,2355527.6624
3,629499.0398,2355532.6624
3,629504.0398,2355537.6624
3,629509.0398,2355542.6624
3,629509.0398,2355547.6624
3,629509.0398,2355552.6624
3,629514.0398,2355557.6624
3,629519.0398,2355562.6624
3,629519.0398,2355567.6624
3,629519.0398,2355572.6624
3,629519.0398,2355577.6624
3,629519.0398,2355582.6624
3,629519.0398,2355587.6624
3,629519.0398,2355592.6624
3,629519.0398,2355597.6624
3,629519.0398,2355602.6624
3,629519.0398,2355607.6624
3,629519.0398,2355612.6624
3,629519.0398,2355617.6624
3,629519.0398,2355622.6624
3,629519.0398,2355627.6624
3,629519.0398,2355632.6624
3,629519.0398,2355637.6624
3,629519.0398,2355642.6624
3,629519.0398,2355647.6624
3,629519.0398,2355652.6624
3,629519.0398,2355657.6624
3,629519.0398,2355662.6624
3,629524.0398,2355667.6624
3,629529.0398,2355672.6624
3,629534.0398,2355677.6624
3,629539.0398,2355682.6624
3,629539.0398,2355687.6624
3,629539.0398,2355692.6624
3,629539.0398,2355697.6624
3,629539.0398,2355702.6624
3,629544.0398,2355707.6624
3,629549.0398,2355712.6624
3,629549.0398,2355717.6624
3,629549.0398,2355722.6624
3,629549.0398,2355727.6624
3,629549.0398,2355732.6624
3,629549.0398,2355737.6624
3,629549.0398,2355742.6624
3,629549.0398,2355747.6624
3,629549.0398,2355752.6624
3,629549.0398,2355757.6624
3,629549.0398,2355762.6624
3,629554.0398,2355767.6624
3,629559.0398,2355772.6624
3,629559.0398,2355777.6624
3,629559.0398,2355782.6624
3,629559.0398,2355787.6624
3,629559.0398,2355792.6624
3,629559.0398,2355797.6624
3,629559.0398,2355802.6624
3,629559.0398,2355807.6624
3,629559.0398,2355812.6624
3,629554.0398,2355817.6624
3,629549.0398,2355822.6624
3,629549.0398,2355827.6624
3,629549.0398,2355832.6624
3,629549.0398,2355837.6624
3,629549.0398,2355842.6624
3,629549.0398,2355847.6624
3,629549.0398,2355852.6624
3,629549.0398,2355857.6624
3,629549.0398,2355862.6624
3,629554.0398,2355867.6624
3,629559.0398,2355872.6624
3,629559.0398,2355877.6624
3,629559.0398,2355882.6624
3,629559.0398,2355887.6624
3,629559.0398,2355892.6624
3,629559.0398,2355897.6624
3,629559.0398,2355902.6624
3,629564.0398,2355907.6624
3,629569.0398,2355912.6624
3,629569.0398,2355917.6624
3,629569.0398,2355922.6624
3,629569.0398,2355927.6624
3,629569.0398,2355932.6624
3,629569.0398,2355937.6624
3,629569.0398,2355942.6624
3,629569.0398,2355947.6624
3,629569.0398,2355952.6624
3,629569.0398,2355957.6624
3,629569.0398,2355962.6624
3,629574.0398,2355967.6624
3,629579.0398,2355972.6624
3,629579.0398,2355977.6624
3,629579.0398,2355982.6624
3,629579.0398,2355987.6624
3,629579.0398,2355992.6624
3,629579.0398,2355997.6624
3,629579.0398,2356002.6624
3,629584.0398,2356007.6624
3,629589.0398,2356012.6624
3,629589.0398,2356017.6624
3,629589.0398,2356022.6624
3,629589.0398,2356027.6624
3,629589.0398,2356032.6624
3,629594.0398,2356037.6624
3,629599.0398,2356042.6624
3,629599.0398,2356047.6624
3,629599.0398,2356052.6624
3,629599.0398,2356057.6624
3,629599.0398,2356062.6624
3,629599.0398,2356067.6624
3,629599.0398,2356072.6624
3,629599.0398,2356077.6624
3,629599.0398,2356082.6624
3,629599.0398,2356087.6624
3,629599.0398,2356092.6624
3,629604.0398,2356097.6624
3,629609.0398,2356102.6624
3,629614.0398,2356107.6624
3,629619.0398,2356112.6624
3,629619.0398,2356117.6624
3,629619.0398,2356122.6624
3,629624.0398,2356127.6624
3,629629.0398,2356132.6624
3,629629.0398,2356137.6624
3,629629.0398,2356142.6624
3,629629.0398,2356147.6624
3,629629.0398,2356152.6624
3,629634.0398,2356157.6624
3,629639.0398,2356162.6624
3,629639.0398,2356167.6624
3,629639.0398,2356172.6624
3,629639.0398,2356177.6624
3,629639.0398,2356182.6624
3,629639.0398,2356187.6624
3,629639.0398,2356192.6624
3,629639.0398,2356197.6624
3,629639.0398,2356202.6624
3,629639.0398,2356207.6624
3,629639.0398,2356212.6624
3,629639.0398,2356217.6624
3,629639.0398,2356222.6624
3,629639.0398,2356227.6624
